time[ms],[Ca2+]_i[μM]
5.595124842593543946e+01,5.311850309371948242e-01
5.599673487613075196e+01,5.332717895507812500e-01
5.604222514102333008e+01,5.353585481643676758e-01
5.608771159121864258e+01,5.374453067779541016e-01
5.613319804141395508e+01,5.395320653915405273e-01
5.617868830630653321e+01,5.416188240051269531e-01
5.622417475650184571e+01,5.437056422233581543e-01
5.627356364199989258e+01,5.457879900932312012e-01
5.633284785220497071e+01,5.478592514991760254e-01
5.639213587710731446e+01,5.499305129051208496e-01
5.645142008731239258e+01,5.520017743110656738e-01
5.651070429751747071e+01,5.540730357170104980e-01
5.656999232241981446e+01,5.561442971229553223e-01
5.662927653262489258e+01,5.582156181335449219e-01
5.668856455752723633e+01,5.602868795394897461e-01
5.674784876773231446e+01,5.623581409454345703e-01
5.681710459658973633e+01,5.644139647483825684e-01
5.690015437075965821e+01,5.664485096931457520e-01
5.698320795962684571e+01,5.684830546379089355e-01
5.706625773379676758e+01,5.705175995826721191e-01
5.714930750796668946e+01,5.725520849227905273e-01
5.723235728213661133e+01,5.745866298675537109e-01
5.731541087100379883e+01,5.766211748123168945e-01
5.743631770083778321e+01,5.785635709762573242e-01
5.756873347232215821e+01,5.804780721664428711e-01
5.770114924380653321e+01,5.823925137519836426e-01
5.783356501529090821e+01,5.843069553375244141e-01
5.801531626651161133e+01,5.859476923942565918e-01
5.827288081118934571e+01,5.871679782867431641e-01
5.853178812930458008e+01,5.882930755615234375e-01
5.881898905703895508e+01,5.874159932136535645e-01
5.909897257754676758e+01,5.864764451980590820e-01
5.929914118716590821e+01,5.848453640937805176e-01
5.949930979678504883e+01,5.832142829895019531e-01
5.969676997134559571e+01,5.815709829330444336e-01
5.984902979800575196e+01,5.797234773635864258e-01
6.000128580996864258e+01,5.778759717941284180e-01
6.015354563662879883e+01,5.760284662246704102e-01
6.030580546328895508e+01,5.741809606552124023e-01
6.043672968814247071e+01,5.722633600234985352e-01
6.056325175235145508e+01,5.703312158584594727e-01
6.068977000186317383e+01,5.683990716934204102e-01
6.081629206607215821e+01,5.664669275283813477e-01
6.094281031558387696e+01,5.645347833633422852e-01
6.106208445498817383e+01,5.625829696655273438e-01
6.117334010074012696e+01,5.606094002723693848e-01
6.128459574649208008e+01,5.586358904838562012e-01
6.139585520694129883e+01,5.566623210906982422e-01
6.150711085269325196e+01,5.546887516975402832e-01
6.161837031314247071e+01,5.527151823043823242e-01
6.172844340274208008e+01,5.507387518882751465e-01
6.183000590274208008e+01,5.487420558929443359e-01
6.193157221743934571e+01,5.467453002929687500e-01
6.203313471743934571e+01,5.447486042976379395e-01
6.213470103213661133e+01,5.427518486976623535e-01
6.223626353213661133e+01,5.407551527023315430e-01
6.233782984683387696e+01,5.387583971023559570e-01
6.243939234683387696e+01,5.367616415023803711e-01
6.253512598941200196e+01,5.347521901130676270e-01
6.263032175967567383e+01,5.327414870262145996e-01
6.272551371524208008e+01,5.307308435440063477e-01
6.282070948550575196e+01,5.287201404571533203e-01
6.291590144107215821e+01,5.267094373703002930e-01
6.301109721133583008e+01,5.246987938880920410e-01
6.310629298159950196e+01,5.226880908012390137e-01
6.320145441958778321e+01,5.206773877143859863e-01
6.329246928164833008e+01,5.186581015586853027e-01
6.338348414370887696e+01,5.166388154029846191e-01
6.347449900576942383e+01,5.146195292472839355e-01
6.356551005313270508e+01,5.126002430915832520e-01
6.365652491519325196e+01,5.105809569358825684e-01
6.374753977725379883e+01,5.085616707801818848e-01
6.383855082461708008e+01,5.065423846244812012e-01
6.392956568667762696e+01,5.045230984687805176e-01
6.401914240786902610e+01,5.025009512901306152e-01
6.410755946109168235e+01,5.004765391349792480e-01
6.419597269961707298e+01,4.984520971775054932e-01
6.428438975283972923e+01,4.964276552200317383e-01
6.437280299136511985e+01,4.944032430648803711e-01
6.446122004458777610e+01,4.923788011074066162e-01
6.454963328311316673e+01,4.903543889522552490e-01
6.463805033633582298e+01,4.883299469947814941e-01
6.472646357486121360e+01,4.863055348396301270e-01
6.481392313907019798e+01,4.842792451381683350e-01
6.490099360415808860e+01,4.822522103786468506e-01
6.498806025454871360e+01,4.802251756191253662e-01
6.507513071963660423e+01,4.781981706619262695e-01
6.516220118472449485e+01,4.761711359024047852e-01
6.524926783511511985e+01,4.741441011428833008e-01
6.533633830020301048e+01,4.721170663833618164e-01
6.542340495059363548e+01,4.700900614261627197e-01
6.551047541568152610e+01,4.680630266666412354e-01
6.559738184878699485e+01,4.660356938838958740e-01
6.568419672915808860e+01,4.640081822872161865e-01
6.577101160952918235e+01,4.619806706905364990e-01
6.585783030459754173e+01,4.599531292915344238e-01
6.594464518496863548e+01,4.579256176948547363e-01
6.603146006533972923e+01,4.558981060981750488e-01
6.611827494571082298e+01,4.538705945014953613e-01
6.620508982608191673e+01,4.518430829048156738e-01
6.629190852115027610e+01,4.498155713081359863e-01
6.637911250064246360e+01,4.477888345718383789e-01
6.646673609683386985e+01,4.457628428936004639e-01
6.655435206363074485e+01,4.437368810176849365e-01
6.664196803042761985e+01,4.417108893394470215e-01
6.672958399722449485e+01,4.396849274635314941e-01
6.681719996402136985e+01,4.376589357852935791e-01
6.690481593081824485e+01,4.356329739093780518e-01
6.699243189761511985e+01,4.336069822311401367e-01
