time[ms],[Ca2+]_i[mM]
5.207309652309793790e+01,2.815278761230373128e-01
5.209238290081488287e+01,2.836414100532384519e-01
5.211166927853182784e+01,2.857549439834392024e-01
5.213095565624877281e+01,2.878684779136403415e-01
5.215024203396571778e+01,2.899820118438414807e-01
5.216952841168266275e+01,2.920955457740425643e-01
5.218881478939960772e+01,2.942090797042437034e-01
5.220810116711654558e+01,2.963226136344448425e-01
5.222738754483349055e+01,2.984361475646459816e-01
5.224667392255043552e+01,3.005496814948467321e-01
5.226596030026738049e+01,3.026632154250478712e-01
5.228524667798432546e+01,3.047767493552489548e-01
5.230453305570127043e+01,3.068902832854500939e-01
5.232381943341821540e+01,3.090038172156512331e-01
5.234310581113516037e+01,3.111173511458523722e-01
5.236239218885210533e+01,3.132308850760535113e-01
5.238167856656905030e+01,3.153444190062542618e-01
5.240272017637585833e+01,3.174571898252473989e-01
5.242710061359829865e+01,3.195685090432606734e-01
5.245148105082073897e+01,3.216798282612739479e-01
5.247586148804317219e+01,3.237911474792872224e-01
5.250024192526559830e+01,3.259024666973004969e-01
5.252462236248803862e+01,3.280137859153133828e-01
5.254900279971047183e+01,3.301251051333266018e-01
5.257338323693289794e+01,3.322364243513398763e-01
5.259776367415533826e+01,3.343477435693531508e-01
5.262214411137777859e+01,3.364590627873664253e-01
5.264652454860019759e+01,3.385703820053793112e-01
5.267090498582263791e+01,3.406817012233925857e-01
5.269528542304507823e+01,3.427930204414058601e-01
5.271966586026751145e+01,3.449043396594191346e-01
5.274404629748993756e+01,3.470156588774323536e-01
5.276842673471237788e+01,3.491269780954452395e-01
5.279280717193481109e+01,3.512382973134585140e-01
5.281718760915723720e+01,3.533496165314717885e-01
5.284156804637967753e+01,3.554609357494850630e-01
5.286594848360211785e+01,3.575722549674983375e-01
5.289032892082453685e+01,3.596835741855112234e-01
5.291470935804697717e+01,3.617948934035244979e-01
5.293908979526941749e+01,3.639062126215377169e-01
5.296347023249185071e+01,3.660175318395509914e-01
5.298785066971427682e+01,3.681288510575642658e-01
5.301223110693671714e+01,3.702401702755771518e-01
5.303661154415915036e+01,3.723514894935904262e-01
5.306099198138157647e+01,3.744628087116037007e-01
5.308891994360430999e+01,3.765722077084024955e-01
5.311883801707389097e+01,3.786805294883146544e-01
5.314875609054345773e+01,3.807888512682268689e-01
5.317867416401305292e+01,3.828971730481394165e-01
5.320859223748261968e+01,3.850054948280516309e-01
5.323851031095219355e+01,3.871138166079638454e-01
5.326842838442177452e+01,3.892221383878760044e-01
5.329834645789135550e+01,3.913304601677882189e-01
5.332826453136093647e+01,3.934387819477007664e-01
5.335818260483051745e+01,3.955471037276129809e-01
5.338810067830009842e+01,3.976554255075251953e-01
5.341801875176967940e+01,3.997637472874373543e-01
5.344793682523925327e+01,4.018720690673499574e-01
5.347785489870883424e+01,4.039803908472621163e-01
5.350777297217841522e+01,4.060887126271743308e-01
5.353769104564799619e+01,4.081970344070869339e-01
5.356760911911757717e+01,4.103053561869990928e-01
5.359752719258715814e+01,4.124136779669113073e-01
5.362744526605673911e+01,4.145219997468234663e-01
5.365736333952631298e+01,4.166303215267356808e-01
5.368728141299589396e+01,4.187386433066482838e-01
5.371719948646547493e+01,4.208469650865604428e-01
5.374711755993505591e+01,4.229552868664726573e-01
5.377703563340463688e+01,4.250636086463852048e-01
5.380695370687420365e+01,4.271719304262974193e-01
5.383687178034378462e+01,4.292802522062096338e-01
5.386678985381335849e+01,4.313885739861217927e-01
5.390034555066252864e+01,4.334944982398366009e-01
5.393643297903560097e+01,4.355987538511379431e-01
5.397252040740865198e+01,4.377030094624393408e-01
5.400860783578172430e+01,4.398072650737406830e-01
5.404469526415478242e+01,4.419115206850420807e-01
5.408078269252785475e+01,4.440157762963434229e-01
5.411687012090091287e+01,4.461200319076448206e-01
5.415295754927397809e+01,4.482242875189461628e-01
5.418904497764703621e+01,4.503285431302475050e-01
5.422513240602010853e+01,4.524327987415489027e-01
5.426121983439316665e+01,4.545370543528502449e-01
5.429730726276623898e+01,4.566413099641516427e-01
5.433339469113928999e+01,4.587455655754529849e-01
5.436948211951236232e+01,4.608498211867543826e-01
5.440556954788542043e+01,4.629540767980557248e-01
5.444165697625849276e+01,4.650583324093571225e-01
5.447774440463155088e+01,4.671625880206584647e-01
5.451383183300460189e+01,4.692668436319598624e-01
5.454991926137767422e+01,4.713710992432612046e-01
5.458600668975073233e+01,4.734753548545626023e-01
5.462209411812380466e+01,4.755796104658639445e-01
5.465818154649686278e+01,4.776838660771653422e-01
5.469426897486992800e+01,4.797881216884666844e-01
5.473035640324298612e+01,4.818923772997680821e-01
5.476644383161605845e+01,4.839966329110694243e-01
5.480253125998911656e+01,4.861008885223707665e-01
5.484170448946822773e+01,4.882026974618540183e-01
5.488483908026465485e+01,4.903013655148179550e-01
5.492797367106107487e+01,4.924000335677814477e-01
5.497110826185748778e+01,4.944987016207449959e-01
5.501424285265391489e+01,4.965973696737088772e-01
5.505737744345034201e+01,4.986960377266724254e-01
5.510051203424676203e+01,5.007947057796363621e-01
5.514364662504317494e+01,5.028933738325999103e-01
5.518678121583960205e+01,5.049920418855637916e-01
5.522991580663602917e+01,5.070907099385273398e-01
5.527305039743244919e+01,5.091893779914912210e-01
5.531618498822887631e+01,5.112880460444547692e-01
5.535931957902528922e+01,5.133867140974186505e-01
5.540245416982171633e+01,5.154853821503821987e-01
5.544558876061813635e+01,5.175840502033456358e-01
5.548872335141456347e+01,5.196827182563096281e-01
5.553185794221097638e+01,5.217813863092730653e-01
5.557499253300740349e+01,5.238800543622370576e-01
5.561812712380382351e+01,5.259787224152004947e-01
5.566126171460025063e+01,5.280773904681644870e-01
5.570439630539666354e+01,5.301760585211279242e-01
5.574753089619309065e+01,5.322747265740919165e-01
5.579066548698951777e+01,5.343733946270553536e-01
5.583380007778593779e+01,5.364720626800189018e-01
5.587693466858236491e+01,5.385707307329827831e-01
5.592361492226257269e+01,5.406660334742035001e-01
5.597501172590895635e+01,5.427568595741002477e-01
5.602640852955531869e+01,5.448476856739967733e-01
5.607780533320168814e+01,5.469385117738931879e-01
5.612920213684807180e+01,5.490293378737896024e-01
