time[ms],voltage[mV]
1.465109551847437741e-02,-8.229146207662118684e+01
4.406998924006990670e-01,-8.229146207662118684e+01
8.667486892829237011e-01,-8.229146207662118684e+01
1.292797486165148335e+00,-8.229146207662118684e+01
1.718846283047373191e+00,-8.229146207662118684e+01
2.144895079929597603e+00,-8.229146207662118684e+01
2.570943876811822459e+00,-8.229146207662118684e+01
2.996992673694047316e+00,-8.229146207662118684e+01
3.423041470576271728e+00,-8.229146207662118684e+01
3.849090267458496584e+00,-8.229146207662118684e+01
4.275139064340721440e+00,-8.229146207662118684e+01
4.701187861222946296e+00,-8.229146207662118684e+01
5.127236658105170264e+00,-8.229146207662118684e+01
5.553285454987395120e+00,-8.229146207662118684e+01
5.979334251869619976e+00,-8.229146207662118684e+01
6.405383048751844832e+00,-8.229146207662118684e+01
6.831431845634069688e+00,-8.229146207662118684e+01
7.257480642516293656e+00,-8.229146207662118684e+01
7.683529439398518512e+00,-8.229146207662118684e+01
8.109578236280743369e+00,-8.229146207662118684e+01
8.535627033162967336e+00,-8.229146207662118684e+01
8.961675830045193081e+00,-8.229146207662118684e+01
9.387724626927417049e+00,-8.229146207662118684e+01
9.813773423809642793e+00,-8.229146207662118684e+01
1.023982222069186676e+01,-8.229146207662118684e+01
1.066587101757409073e+01,-8.229146207662118684e+01
1.109191981445631647e+01,-8.229146207662118684e+01
1.151796861133854044e+01,-8.229146207662118684e+01
1.194401740822076619e+01,-8.229146207662118684e+01
1.237006620510299015e+01,-8.229146207662118684e+01
1.279611500198521412e+01,-8.229146207662118684e+01
1.322216379886743987e+01,-8.229146207662118684e+01
1.364821259574966383e+01,-8.229146207662118684e+01
1.407426139263188958e+01,-8.229146207662118684e+01
1.450031018951411355e+01,-8.229146207662118684e+01
1.492635898639633751e+01,-8.229146207662118684e+01
1.535240778327856326e+01,-8.229146207662118684e+01
1.577845658016078723e+01,-8.229146207662118684e+01
1.620450537704301297e+01,-8.229146207662118684e+01
1.663055417392523694e+01,-8.229146207662118684e+01
1.705660297080746091e+01,-8.229146207662118684e+01
1.748265176768968487e+01,-8.229146207662118684e+01
1.790870056457191239e+01,-8.229146207662118684e+01
1.833474936145413636e+01,-8.229146207662118684e+01
1.876079815833633191e+01,-8.229146207662118684e+01
1.918684695521855588e+01,-8.229146207662118684e+01
1.961289575210080827e+01,-8.229146207662118684e+01
2.003894454898300381e+01,-8.229146207662118684e+01
2.046499334586522778e+01,-8.229146207662118684e+01
2.089104214274745530e+01,-8.229146207662118684e+01
2.131709093962967927e+01,-8.229146207662118684e+01
2.174313973651190324e+01,-8.229146207662118684e+01
2.216918853339412721e+01,-8.229146207662118684e+01
2.259523733027635117e+01,-8.229146207662118684e+01
2.302128612715857869e+01,-8.229146207662118684e+01
2.344733492404080266e+01,-8.229146207662118684e+01
2.387338372092302663e+01,-8.229146207662118684e+01
2.429943251780525060e+01,-8.229146207662118684e+01
2.472548131468747457e+01,-8.229146207662118684e+01
2.515153011156970209e+01,-8.229146207662118684e+01
2.557757890845192605e+01,-8.229146207662118684e+01
2.600362770533415002e+01,-8.229146207662118684e+01
2.642967650221637399e+01,-8.229146207662118684e+01
2.685572529909859796e+01,-8.229146207662118684e+01
2.728177409598082548e+01,-8.229146207662118684e+01
2.770782289286304945e+01,-8.229146207662118684e+01
2.813387168974527341e+01,-8.229146207662118684e+01
2.855992048662749738e+01,-8.229146207662118684e+01
2.898596928350972135e+01,-8.229146207662118684e+01
2.941201808039194887e+01,-8.229146207662118684e+01
2.983806687727417284e+01,-8.229146207662118684e+01
3.026411567415639681e+01,-8.229146207662118684e+01
3.069016447103862077e+01,-8.229146207662118684e+01
3.111621326792084474e+01,-8.229146207662118684e+01
3.154226206480307226e+01,-8.229146207662118684e+01
3.196831086168529623e+01,-8.229146207662118684e+01
3.239435965856752375e+01,-8.229146207662118684e+01
3.282040845544974417e+01,-8.229146207662118684e+01
3.324645725233197169e+01,-8.229146207662118684e+01
3.367250604921419210e+01,-8.229146207662118684e+01
3.409855484609641962e+01,-8.229146207662118684e+01
3.452460364297864714e+01,-8.229146207662118684e+01
3.495065243986086756e+01,-8.229146207662118684e+01
3.537670123674309508e+01,-8.229146207662118684e+01
3.580275003362531550e+01,-8.229146207662118684e+01
3.622879883050754302e+01,-8.229146207662118684e+01
3.665484762738977054e+01,-8.229146207662118684e+01
3.708089642427199095e+01,-8.229146207662118684e+01
3.750694522115421847e+01,-8.229146207662118684e+01
3.793299401803643889e+01,-8.229146207662118684e+01
3.835904281491866641e+01,-8.229146207662118684e+01
3.878509161180089393e+01,-8.229146207662118684e+01
3.921114040868311434e+01,-8.229146207662118684e+01
3.963718920556534187e+01,-8.229146207662118684e+01
4.006323800244756228e+01,-8.229146207662118684e+01
4.048928679932978980e+01,-8.229146207662118684e+01
4.091533559621201732e+01,-8.229146207662118684e+01
4.134138439309423774e+01,-8.229146207662118684e+01
4.176743318997646526e+01,-8.229146207662118684e+01
4.219348198685868567e+01,-8.229146207662118684e+01
4.261953078374091319e+01,-8.229146207662118684e+01
4.304557958062314071e+01,-8.229146207662118684e+01
4.347162837750536113e+01,-8.229146207662118684e+01
4.389767717438758865e+01,-8.229146207662118684e+01
4.432372597126980907e+01,-8.229146207662118684e+01
4.474977476815203659e+01,-8.229146207662118684e+01
4.517582356503426411e+01,-8.229146207662118684e+01
4.560187236191648452e+01,-8.229146207662118684e+01
4.602792115879871204e+01,-8.229146207662118684e+01
4.645396995568093246e+01,-8.229146207662118684e+01
4.688001875256315998e+01,-8.229146207662118684e+01
4.730606754944538750e+01,-8.229146207662118684e+01
4.773211634632760791e+01,-8.229146207662118684e+01
4.815816514320983543e+01,-8.229146207662118684e+01
4.858421394009205585e+01,-8.229146207662118684e+01
4.901026273697428337e+01,-8.229146207662118684e+01
4.922255900936975337e+01,-8.209987411859147244e+01
4.922432919772869298e+01,-6.857298655336069260e+01
4.923045580938569543e+01,-6.818652833396684798e+01
4.923658242104272631e+01,-6.780007011457300337e+01
4.924270903269972166e+01,-6.741361189517914454e+01
4.924883564435672412e+01,-6.702715367578527150e+01
4.925496225601375500e+01,-6.664069545639142689e+01
4.926108886767075745e+01,-6.625423723699756806e+01
4.926750863913308365e+01,-6.586778359655066595e+01
4.927605088547243639e+01,-6.548136310764664358e+01
4.928459313181176071e+01,-6.509494261874263543e+01
4.929313537815108504e+01,-6.470852212983859886e+01
4.930167762449041646e+01,-6.432210164093460492e+01
4.931021987082974078e+01,-6.393568115203056834e+01
4.931876211716906511e+01,-6.354926066312656019e+01
4.932730436350838943e+01,-6.316284017422253072e+01
4.933584660984771375e+01,-6.277641968531852257e+01
4.934438885618704518e+01,-6.238999919641449310e+01
4.935293110252636950e+01,-6.200357870751048495e+01
4.936147334886569382e+01,-6.161715821860648390e+01
4.937176738347142191e+01,-6.123077304092133488e+01
