time [ms],current density [pA/pF]
-1.129481270909309387e-01,-1.383741758763790131e-02
6.210346698760986328e+00,-1.383741758763790131e-02
1.253364181518554688e+01,-1.383741758763790131e-02
1.885693740844726562e+01,-1.383741758763790131e-02
2.518023109436035156e+01,-1.383741758763790131e-02
3.150352668762207031e+01,-1.383741758763790131e-02
3.782682037353515625e+01,-1.383741758763790131e-02
4.415011596679687500e+01,-1.383741758763790131e-02
5.047341156005859375e+01,-1.383741758763790131e-02
5.116460800170898438e+01,-4.264139384031295776e-02
5.135388565063476562e+01,-7.401232421398162842e-02
5.154316329956054688e+01,-1.053832471370697021e-01
5.173243713378906250e+01,-1.367541700601577759e-01
5.192171478271484375e+01,-1.681250929832458496e-01
5.211099243164062500e+01,-1.994960308074951172e-01
5.230027008056640625e+01,-2.308669537305831909e-01
5.248954391479492188e+01,-2.622378766536712646e-01
5.267882156372070312e+01,-2.936088144779205322e-01
5.310635757446289062e+01,-3.446708917617797852e-01
5.403841018676757812e+01,-3.769899904727935791e-01
5.636383819580078125e+01,-3.900872766971588135e-01
6.103270339965820312e+01,-3.900803625583648682e-01
6.755057525634765625e+01,-3.847597837448120117e-01
7.421973419189453125e+01,-3.794400095939636230e-01
8.103041076660156250e+01,-3.741753697395324707e-01
8.797653198242187500e+01,-3.689661920070648193e-01
9.505205535888671875e+01,-3.638128638267517090e-01
1.022509231567382812e+02,-3.587158024311065674e-01
1.095670623779296875e+02,-3.536753356456756592e-01
1.169944229125976562e+02,-3.486919105052947998e-01
1.245269470214843750e+02,-3.437658846378326416e-01
1.321585845947265625e+02,-3.388976156711578369e-01
1.398832550048828125e+02,-3.340874910354614258e-01
1.476949157714843750e+02,-3.293359279632568359e-01
1.555875244140625000e+02,-3.246432840824127197e-01
1.635549926757812500e+02,-3.200099766254425049e-01
1.715912780761718750e+02,-3.154363036155700684e-01
1.796903228759765625e+02,-3.109227418899536133e-01
1.878460540771484375e+02,-3.064696192741394043e-01
1.960524444580078125e+02,-3.020773231983184814e-01
2.043034057617187500e+02,-2.977462708950042725e-01
2.125928802490234375e+02,-2.934767901897430420e-01
2.209148406982421875e+02,-2.892693281173706055e-01
2.292631988525390625e+02,-2.851242125034332275e-01
2.376319122314453125e+02,-2.810418307781219482e-01
2.460149078369140625e+02,-2.770226001739501953e-01
2.544061431884765625e+02,-2.730668783187866211e-01
2.627995605468750000e+02,-2.691750526428222656e-01
2.711890869140625000e+02,-2.653475105762481689e-01
2.795686645507812500e+02,-2.615846395492553711e-01
2.879322509765625000e+02,-2.578867971897125244e-01
2.962737731933593750e+02,-2.542544007301330566e-01
3.045871887207031250e+02,-2.506877779960632324e-01
3.128664550781250000e+02,-2.471873760223388672e-01
3.211054687500000000e+02,-2.437535524368286133e-01
3.292981872558593750e+02,-2.403866648674011230e-01
3.374385375976562500e+02,-2.370871305465698242e-01
3.455205078125000000e+02,-2.338553220033645630e-01
3.535380249023437500e+02,-2.306916117668151855e-01
3.614849853515625000e+02,-2.275963872671127319e-01
3.693554077148437500e+02,-2.245700359344482422e-01
3.771431579589843750e+02,-2.216129302978515625e-01
3.848422241210937500e+02,-2.187254726886749268e-01
3.924465332031250000e+02,-2.159080207347869873e-01
3.999500427246093750e+02,-2.131609767675399780e-01
4.073466796875000000e+02,-2.104847133159637451e-01
4.146303710937500000e+02,-2.078796178102493286e-01
4.217950744628906250e+02,-2.053460627794265747e-01
4.288347473144531250e+02,-2.028844505548477173e-01
4.357433166503906250e+02,-2.004951387643814087e-01
4.425147094726562500e+02,-1.981785297393798828e-01
4.491429138183593750e+02,-1.959349960088729858e-01
4.556217956542968750e+02,-1.937649250030517578e-01
4.619453735351562500e+02,-1.916687041521072388e-01
4.681075439453125000e+02,-1.896466910839080811e-01
4.741022644042968750e+02,-1.876993030309677124e-01
4.799234924316406250e+02,-1.858268976211547852e-01
4.855651245117187500e+02,-1.840298771858215332e-01
4.910211486816406250e+02,-1.823085993528366089e-01
4.962854919433593750e+02,-1.806634664535522461e-01
5.013520812988281250e+02,-1.790948510169982910e-01
5.062148742675781250e+02,-1.776031404733657837e-01
5.108677978515625000e+02,-1.761887222528457642e-01
5.153048095703125000e+02,-1.748519688844680786e-01
5.195198974609375000e+02,-1.735932677984237671e-01
5.235068969726562500e+02,-1.724129915237426758e-01
5.272597656250000000e+02,-1.713115423917770386e-01
5.307725830078125000e+02,-1.702892929315567017e-01
5.340391235351562500e+02,-1.693466156721115112e-01
5.370534057617187500e+02,-1.684839129447937012e-01
5.398093872070312500e+02,-1.677015572786331177e-01
5.423009643554687500e+02,-1.669999212026596069e-01
5.445221557617187500e+02,-1.663794070482254028e-01
5.464667968750000000e+02,-1.658403873443603516e-01
5.481288452148437500e+02,-1.653832346200942993e-01
5.495023803710937500e+02,-1.650083512067794800e-01
5.505811767578125000e+02,-1.647161096334457397e-01
5.513592529296875000e+02,-1.645068824291229248e-01
5.518305053710937500e+02,-1.643810719251632690e-01
5.519889526367187500e+02,-1.643390506505966187e-01
