voltage [mV],current [pA]
-1.478319091796875000e+02,1.015612792968750000e+01
-1.439981079101562500e+02,1.067437648773193359e+01
-1.402824554443359375e+02,1.118035125732421875e+01
-1.366808776855468750e+02,1.167457389831542969e+01
-1.331892852783203125e+02,1.215756893157958984e+01
-1.298035888671875000e+02,1.262986278533935547e+01
-1.265197067260742188e+02,1.309197711944580078e+01
-1.233335418701171875e+02,1.354443740844726562e+01
-1.202410049438476562e+02,1.398776817321777344e+01
-1.172380218505859375e+02,1.442249298095703125e+01
-1.143204879760742188e+02,1.484913635253906250e+01
-1.114843292236328125e+02,1.526822185516357422e+01
-1.087254486083984375e+02,1.568027496337890625e+01
-1.060397644042968750e+02,1.608581924438476562e+01
-1.034231796264648438e+02,1.648537826538085938e+01
-1.008716125488281250e+02,1.687947845458984375e+01
-9.838098144531250000e+01,1.726864051818847656e+01
-9.594718933105468750e+01,1.765339088439941406e+01
-9.356614685058593750e+01,1.803425598144531250e+01
-9.123377227783203125e+01,1.841175460815429688e+01
-8.894597625732421875e+01,1.878641700744628906e+01
-8.669866943359375000e+01,1.915876197814941406e+01
-8.448776245117187500e+01,1.952931785583496094e+01
-8.230917358398437500e+01,1.989860534667968750e+01
-8.015881347656250000e+01,2.026715278625488281e+01
-7.803257751464843750e+01,2.063548088073730469e+01
-7.592640686035156250e+01,2.100411605834960938e+01
-7.383618927001953125e+01,2.137358093261718750e+01
-7.175784301757812500e+01,2.174440002441406250e+01
-6.968728637695312500e+01,2.211709976196289062e+01
-6.762043762207031250e+01,2.249220085144042969e+01
-6.555319213867187500e+01,2.287022972106933594e+01
-6.348146057128906250e+01,2.325171089172363281e+01
-6.140117263793945312e+01,2.363716697692871094e+01
-5.930822753906250000e+01,2.402712440490722656e+01
-5.719853973388671875e+01,2.442210388183593750e+01
-5.506802368164062500e+01,2.482263374328613281e+01
-5.291259002685546875e+01,2.522923660278320312e+01
-5.072815704345703125e+01,2.564243507385253906e+01
-4.851062011718750000e+01,2.606275558471679688e+01
-4.625591278076171875e+01,2.649072265625000000e+01
-4.395993041992187500e+01,2.692685699462890625e+01
-4.161859130859375000e+01,2.737168693542480469e+01
-3.922780609130859375e+01,2.782573509216308594e+01
-3.678348541259765625e+01,2.828952407836914062e+01
-3.428154754638671875e+01,2.876358032226562500e+01
-3.171790313720703125e+01,2.924842834472656250e+01
-2.908845520019531250e+01,2.974459075927734375e+01
-2.638912963867187500e+01,3.025259399414062500e+01
-2.361582946777343750e+01,3.077295875549316406e+01
-2.076446533203125000e+01,3.130621147155761719e+01
-1.783095550537109375e+01,3.185287666320800781e+01
-1.481120300292968750e+01,3.241347885131835938e+01
-1.170113372802734375e+01,3.298854064941406250e+01
-8.496650695800781250e+00,3.357858657836914062e+01
-5.193664550781250000e+00,3.418414306640625000e+01
-1.788093566894531250e+00,3.480573272705078125e+01
1.724159240722656250e+00,3.544387817382812500e+01
5.932174682617187500e+00,3.620409393310546875e+01
1.030798339843750000e+01,3.698794937133789062e+01
1.453288269042968750e+01,3.773768997192382812e+01
1.861235046386718750e+01,3.845445251464843750e+01
2.255184936523437500e+01,3.913937759399414062e+01
2.635688781738281250e+01,3.979360580444335938e+01
3.003292846679687500e+01,4.041827392578125000e+01
3.358546447753906250e+01,4.101452636718750000e+01
3.701995849609375000e+01,4.158349990844726562e+01
4.034191894531250000e+01,4.212633132934570312e+01
4.355682373046875000e+01,4.264416503906250000e+01
4.667015075683593750e+01,4.313813781738281250e+01
4.968736267089843750e+01,4.360939407348632812e+01
5.261398315429687500e+01,4.405906295776367188e+01
5.545544433593750000e+01,4.448829650878906250e+01
5.821726989746093750e+01,4.489822387695312500e+01
6.090492248535156250e+01,4.528998947143554688e+01
6.352389526367187500e+01,4.566473388671875000e+01
6.607966613769531250e+01,4.602359390258789062e+01
6.857769775390625000e+01,4.636771011352539062e+01
7.102349853515625000e+01,4.669821929931640625e+01
7.342254638671875000e+01,4.701626968383789062e+01
7.578030395507812500e+01,4.732299041748046875e+01
7.810227966308593750e+01,4.761952590942382812e+01
8.039393615722656250e+01,4.790701675415039062e+01
8.266078186035156250e+01,4.818660354614257812e+01
8.490826416015625000e+01,4.845941925048828125e+01
8.714187622070312500e+01,4.872660827636718750e+01
8.936711120605468750e+01,4.898931121826171875e+01
9.158944702148437500e+01,4.924866485595703125e+01
9.381436157226562500e+01,4.950580978393554688e+01
9.604734802246093750e+01,4.976188659667968750e+01
9.829386901855468750e+01,5.001803588867187500e+01
1.005594329833984375e+02,5.027539062500000000e+01
1.028495025634765625e+02,5.053509902954101562e+01
1.051695556640625000e+02,5.079829406738281250e+01
1.075250854492187500e+02,5.106611633300781250e+01
1.099215698242187500e+02,5.133971023559570312e+01
1.123645019531250000e+02,5.162020874023437500e+01
1.148593444824218750e+02,5.190875625610351562e+01
1.174116058349609375e+02,5.220648956298828125e+01
1.200267333984375000e+02,5.251455307006835938e+01
