time [ms],current density [pA/pF]
0.000000000000000000e+00,-2.970051765441894531e-02
6.311866760253906250e+00,-2.970051765441894531e-02
1.262373352050781250e+01,-2.970051765441894531e-02
1.893560028076171875e+01,-2.970051765441894531e-02
2.524746704101562500e+01,-2.970051765441894531e-02
3.155933380126953125e+01,-2.970051765441894531e-02
3.787120056152343750e+01,-2.970051765441894531e-02
4.418306732177734375e+01,-2.970051765441894531e-02
5.049493408203125000e+01,-2.970051765441894531e-02
5.127553558349609375e+01,-5.365645885467529297e-02
5.177502441406250000e+01,-7.883000373840332031e-02
5.227451324462890625e+01,-1.040034890174865723e-01
5.277400207519531250e+01,-1.291770040988922119e-01
5.327349090576171875e+01,-1.543505191802978516e-01
5.377297973632812500e+01,-1.795240342617034912e-01
5.427246856689453125e+01,-2.046975195407867432e-01
5.477195739746093750e+01,-2.298710346221923828e-01
5.527144622802734375e+01,-2.550445497035980225e-01
5.577093505859375000e+01,-2.802180647850036621e-01
5.627042388916015625e+01,-3.053915500640869141e-01
5.764076995849609375e+01,-3.333882987499237061e-01
6.054246520996093750e+01,-3.579570651054382324e-01
6.462076568603515625e+01,-3.762850165367126465e-01
6.952935791015625000e+01,-3.859594464302062988e-01
7.555977630615234375e+01,-3.867968916893005371e-01
8.220594787597656250e+01,-3.866870999336242676e-01
8.900007629394531250e+01,-3.865836858749389648e-01
9.593570709228515625e+01,-3.864864110946655273e-01
1.030063858032226562e+02,-3.863952159881591797e-01
1.102056655883789062e+02,-3.863099217414855957e-01
1.175270919799804688e+02,-3.862304389476776123e-01
1.249642028808593750e+02,-3.861566185951232910e-01
1.325105438232421875e+02,-3.860883116722106934e-01
1.401596832275390625e+02,-3.860253691673278809e-01
1.479051361083984375e+02,-3.859677314758300781e-01
1.557404785156250000e+02,-3.859151899814605713e-01
1.636592254638671875e+02,-3.858676552772521973e-01
1.716549530029296875e+02,-3.858250081539154053e-01
1.797211914062500000e+02,-3.857870697975158691e-01
1.878514862060546875e+02,-3.857537508010864258e-01
1.960393829345703125e+02,-3.857249021530151367e-01
2.042784423828125000e+02,-3.857004046440124512e-01
2.125621948242187500e+02,-3.856800794601440430e-01
2.208842010498046875e+02,-3.856638669967651367e-01
2.292379913330078125e+02,-3.856515884399414062e-01
2.376171264648437500e+02,-3.856430947780609131e-01
2.460151367187500000e+02,-3.856382966041564941e-01
2.544255828857421875e+02,-3.856370449066162109e-01
2.628420104980468750e+02,-3.856392502784729004e-01
2.712579650878906250e+02,-3.856446743011474609e-01
2.796669616699218750e+02,-3.856533169746398926e-01
2.880626220703125000e+02,-3.856649398803710938e-01
2.964384155273437500e+02,-3.856794834136962891e-01
3.047879028320312500e+02,-3.856967389583587646e-01
3.131046752929687500e+02,-3.857166469097137451e-01
3.213822326660156250e+02,-3.857390582561492920e-01
3.296141662597656250e+02,-3.857638239860534668e-01
3.377939453125000000e+02,-3.857908248901367188e-01
3.459152221679687500e+02,-3.858199119567871094e-01
3.539714355468750000e+02,-3.858509659767150879e-01
3.619562072753906250e+02,-3.858838677406311035e-01
3.698630676269531250e+02,-3.859184682369232178e-01
3.776855468750000000e+02,-3.859546482563018799e-01
3.854171752929687500e+02,-3.859922587871551514e-01
3.930515441894531250e+02,-3.860311806201934814e-01
4.005821838378906250e+02,-3.860712647438049316e-01
4.080026245117187500e+02,-3.861124217510223389e-01
4.153064270019531250e+02,-3.861544728279113770e-01
4.224871215820312500e+02,-3.861973285675048828e-01
4.295382995605468750e+02,-3.862408101558685303e-01
4.364534301757812500e+02,-3.862848281860351562e-01
4.432261352539062500e+02,-3.863292038440704346e-01
4.498499145507812500e+02,-3.863738477230072021e-01
4.563183593750000000e+02,-3.864186108112335205e-01
4.626249389648437500e+02,-3.864633738994598389e-01
4.687632751464843750e+02,-3.865079879760742188e-01
4.747268981933593750e+02,-3.865523338317871094e-01
4.805093383789062500e+02,-3.865962624549865723e-01
4.861041259765625000e+02,-3.866396844387054443e-01
4.915048217773437500e+02,-3.866824209690093994e-01
4.967050170898437500e+02,-3.867243528366088867e-01
5.016981811523437500e+02,-3.867653608322143555e-01
5.064779357910156250e+02,-3.868052959442138672e-01
5.110377502441406250e+02,-3.868440389633178711e-01
5.153712158203125000e+02,-3.868814706802368164e-01
5.194719238281250000e+02,-3.869174122810363770e-01
5.233333129882812500e+02,-3.869517743587493896e-01
5.269490356445312500e+02,-3.869844079017639160e-01
5.303125610351562500e+02,-3.870152235031127930e-01
5.334174194335937500e+02,-3.870440125465393066e-01
5.362572631835937500e+02,-3.870707154273986816e-01
5.388255615234375000e+02,-3.870951533317565918e-01
5.411159057617187500e+02,-3.871172070503234863e-01
5.431217651367187500e+02,-3.871367573738098145e-01
5.448367309570312500e+02,-3.871536254882812500e-01
5.462543945312500000e+02,-3.871677517890930176e-01
5.473682250976562500e+02,-3.871789574623107910e-01
5.481718139648437500e+02,-3.871871232986450195e-01
5.486587524414062500e+02,-3.871921300888061523e-01
5.488224487304687500e+02,-3.871938586235046387e-01
