voltage [mV],current [pA]
-1.471892242431640625e+02,-9.533172607421875000e+00
-1.443389587402343750e+02,-9.327644348144531250e+00
-1.415718383789062500e+02,-9.128421783447265625e+00
-1.388854675292968750e+02,-8.935344696044921875e+00
-1.362773895263671875e+02,-8.748252868652343750e+00
-1.337452239990234375e+02,-8.566993713378906250e+00
-1.312865600585937500e+02,-8.391407012939453125e+00
-1.288989410400390625e+02,-8.221336364746093750e+00
-1.265799942016601562e+02,-8.056621551513671875e+00
-1.243272781372070312e+02,-7.897106170654296875e+00
-1.221383895874023438e+02,-7.742637634277343750e+00
-1.200109024047851562e+02,-7.593051910400390625e+00
-1.179424133300781250e+02,-7.448192596435546875e+00
-1.159304962158203125e+02,-7.307903289794921875e+00
-1.139727325439453125e+02,-7.172023773193359375e+00
-1.120667190551757812e+02,-7.040401458740234375e+00
-1.102100296020507812e+02,-6.912876129150390625e+00
-1.084002532958984375e+02,-6.789291381835937500e+00
-1.066349792480468750e+02,-6.669486999511718750e+00
-1.049117736816406250e+02,-6.553306579589843750e+00
-1.032282409667968750e+02,-6.440593719482421875e+00
-1.015819549560546875e+02,-6.331192016601562500e+00
-9.997048950195312500e+01,-6.224937438964843750e+00
-9.839145660400390625e+01,-6.121681213378906250e+00
-9.684241485595703125e+01,-6.021259307861328125e+00
-9.532096099853515625e+01,-5.923515319824218750e+00
-9.382467651367187500e+01,-5.828292846679687500e+00
-9.235114288330078125e+01,-5.735435485839843750e+00
-9.089794158935546875e+01,-5.644783020019531250e+00
-8.946266937255859375e+01,-5.556179046630859375e+00
-8.804290008544921875e+01,-5.469467163085937500e+00
-8.663621520996093750e+01,-5.384487152099609375e+00
-8.524021148681640625e+01,-5.301086425781250000e+00
-8.385246276855468750e+01,-5.219100952148437500e+00
-8.247055053710937500e+01,-5.138374328613281250e+00
-8.109207153320312500e+01,-5.058753967285156250e+00
-7.971459960937500000e+01,-4.980075836181640625e+00
-7.833572387695312500e+01,-4.902191162109375000e+00
-7.695302581787109375e+01,-4.824932098388671875e+00
-7.556408691406250000e+01,-4.748146057128906250e+00
-7.416650390625000000e+01,-4.671676635742187500e+00
-7.275784301757812500e+01,-4.595363616943359375e+00
-7.133569335937500000e+01,-4.519050598144531250e+00
-6.989764404296875000e+01,-4.442581176757812500e+00
-6.844128417968750000e+01,-4.365795135498046875e+00
-6.696418762207031250e+01,-4.288539886474609375e+00
-6.546394348144531250e+01,-4.210651397705078125e+00
-6.393813705444335938e+01,-4.131973266601562500e+00
-6.238434600830078125e+01,-4.052352905273437500e+00
-6.080015945434570312e+01,-3.971630096435546875e+00
-5.918316268920898438e+01,-3.889644622802734375e+00
-5.753093719482421875e+01,-3.806240081787109375e+00
-5.584106445312500000e+01,-3.721260070800781250e+00
-5.411113739013671875e+01,-3.634548187255859375e+00
-5.233872985839843750e+01,-3.545944213867187500e+00
-5.052143096923828125e+01,-3.455291748046875000e+00
-4.865682983398437500e+01,-3.362434387207031250e+00
-4.674250030517578125e+01,-3.267211914062500000e+00
-4.477603149414062500e+01,-3.169467926025390625e+00
-4.275501251220703125e+01,-3.069046020507812500e+00
-3.959664916992187500e+01,-2.912982940673828125e+00
-3.628617858886718750e+01,-2.751899719238281250e+00
-3.308818817138671875e+01,-2.598876953125000000e+00
-2.999992370605468750e+01,-2.453670501708984375e+00
-2.701864624023437500e+01,-2.316032409667968750e+00
-2.414160156250000000e+01,-2.185718536376953125e+00
-2.136603546142578125e+01,-2.062480926513671875e+00
-1.868920135498046875e+01,-1.946075439453125000e+00
-1.610835266113281250e+01,-1.836250305175781250e+00
-1.362073516845703125e+01,-1.732769012451171875e+00
-1.122360229492187500e+01,-1.635375976562500000e+00
-8.914199829101562500e+00,-1.543827056884765625e+00
-6.689788818359375000e+00,-1.457878112792968750e+00
-4.547607421875000000e+00,-1.377281188964843750e+00
-2.484909057617187500e+00,-1.301788330078125000e+00
-4.989471435546875000e-01,-1.231159210205078125e+00
1.413032531738281250e+00,-1.165138244628906250e+00
3.253776550292968750e+00,-1.103488922119140625e+00
5.026031494140625000e+00,-1.045959472656250000e+00
6.732551574707031250e+00,-9.923019409179687500e-01
8.376083374023437500e+00,-9.422760009765625000e-01
9.959381103515625000e+00,-8.956298828125000000e-01
1.148519897460937500e+01,-8.521156311035156250e-01
1.295626831054687500e+01,-8.114967346191406250e-01
1.437535095214843750e+01,-7.735137939453125000e-01
1.574520874023437500e+01,-7.379302978515625000e-01
1.706857299804687500e+01,-7.044982910156250000e-01
1.834819030761718750e+01,-6.729698181152343750e-01
1.958682250976562500e+01,-6.430969238281250000e-01
2.078723144531250000e+01,-6.146316528320312500e-01
2.195213317871093750e+01,-5.873336791992187500e-01
2.308430480957031250e+01,-5.609550476074218750e-01
2.418647766113281250e+01,-5.352478027343750000e-01
2.526141357421875000e+01,-5.099639892578125000e-01
2.631187438964843750e+01,-4.848632812500000000e-01
2.734057617187500000e+01,-4.596900939941406250e-01
2.835029602050781250e+01,-4.342079162597656250e-01
2.934376525878906250e+01,-4.081611633300781250e-01
3.032376098632812500e+01,-3.813133239746093750e-01
3.129299926757812500e+01,-3.534088134765625000e-01
