time [ms],current density [pA/pF]
0.000000000000000000e+00,-2.970051765441894531e-02
6.158377170562744141e+00,-2.970051765441894531e-02
1.231675434112548828e+01,-2.970051765441894531e-02
1.847513198852539062e+01,-2.970051765441894531e-02
2.463350868225097656e+01,-2.970051765441894531e-02
3.079188537597656250e+01,-2.970051765441894531e-02
3.695026397705078125e+01,-2.970051765441894531e-02
4.310863876342773438e+01,-2.970051765441894531e-02
4.926701736450195312e+01,-2.970051765441894531e-02
5.082241439819335938e+01,-1.119613647460937500e-02
5.085198593139648438e+01,1.344221830368041992e-02
5.088155746459960938e+01,3.808057308197021484e-02
5.091113281250000000e+01,6.271886825561523438e-02
5.094070434570312500e+01,8.735722303390502930e-02
5.097027587890625000e+01,1.119955778121948242e-01
5.099984741210937500e+01,1.366338729858398438e-01
5.102941894531250000e+01,1.612722277641296387e-01
5.105899047851562500e+01,1.859105229377746582e-01
5.175360870361328125e+01,2.075933218002319336e-01
5.810918426513671875e+01,2.067705392837524414e-01
6.279047393798828125e+01,2.032040357589721680e-01
6.762041473388671875e+01,1.996600031852722168e-01
7.259471893310546875e+01,1.961390972137451172e-01
7.770906066894531250e+01,1.926417946815490723e-01
8.295915985107421875e+01,1.891688108444213867e-01
8.834069061279296875e+01,1.857206821441650391e-01
9.384937286376953125e+01,1.822979450225830078e-01
9.948088073730468750e+01,1.789012551307678223e-01
1.052309341430664062e+02,1.755312085151672363e-01
1.110952148437500000e+02,1.721883416175842285e-01
1.170694198608398438e+02,1.688731908798217773e-01
1.231492538452148438e+02,1.655864715576171875e-01
1.293303985595703125e+02,1.623286604881286621e-01
1.356085815429687500e+02,1.591004133224487305e-01
1.419794616699218750e+02,1.559023261070251465e-01
1.484387664794921875e+02,1.527348756790161133e-01
1.549821777343750000e+02,1.495987772941589355e-01
1.616053924560546875e+02,1.464945673942565918e-01
1.683041076660156250e+02,1.434227824211120605e-01
1.750740356445312500e+02,1.403840780258178711e-01
1.819108428955078125e+02,1.373790502548217773e-01
1.888102569580078125e+02,1.344081759452819824e-01
1.957679595947265625e+02,1.314721703529357910e-01
2.027796478271484375e+02,1.285715699195861816e-01
2.098410186767578125e+02,1.257069110870361328e-01
2.169477691650390625e+02,1.228788495063781738e-01
2.240956115722656250e+02,1.200879812240600586e-01
2.312802124023437500e+02,1.173348426818847656e-01
2.384972991943359375e+02,1.146199703216552734e-01
2.457425537109375000e+02,1.119440793991088867e-01
2.530116729736328125e+02,1.093077063560485840e-01
2.603003540039062500e+02,1.067113876342773438e-01
2.676042785644531250e+02,1.041557192802429199e-01
2.749191894531250000e+02,1.016413569450378418e-01
2.822407226562500000e+02,9.916883707046508789e-02
2.895646362304687500e+02,9.673875570297241211e-02
2.968865661621093750e+02,9.435164928436279297e-02
3.042022705078125000e+02,9.200823307037353516e-02
3.115074157714843750e+02,8.970892429351806641e-02
3.187976684570312500e+02,8.745443820953369141e-02
3.260687866210937500e+02,8.524531126022338867e-02
3.333164367675781250e+02,8.308213949203491211e-02
3.405362854003906250e+02,8.096551895141601562e-02
3.477240905761718750e+02,7.889598608016967773e-02
3.548754882812500000e+02,7.687419652938842773e-02
3.619862365722656250e+02,7.490068674087524414e-02
3.690520019531250000e+02,7.297605276107788086e-02
3.760684509277343750e+02,7.110095024108886719e-02
3.830313415527343750e+02,6.927579641342163086e-02
3.899363098144531250e+02,6.750136613845825195e-02
3.967791137695312500e+02,6.577813625335693359e-02
4.035553894042968750e+02,6.410670280456542969e-02
4.102608947753906250e+02,6.248772144317626953e-02
4.168912658691406250e+02,6.092166900634765625e-02
4.234422607421875000e+02,5.940920114517211914e-02
4.299095153808593750e+02,5.795091390609741211e-02
4.362887573242187500e+02,5.654734373092651367e-02
4.425756835937500000e+02,5.519914627075195312e-02
4.487660217285156250e+02,5.390679836273193359e-02
4.548554077148437500e+02,5.267101526260375977e-02
4.608395690917968750e+02,5.149227380752563477e-02
4.667142028808593750e+02,5.037122964859008789e-02
4.724749755859375000e+02,4.930841922760009766e-02
4.781176452636718750e+02,4.830449819564819336e-02
4.836378784179687500e+02,4.736000299453735352e-02
4.890313720703125000e+02,4.647552967071533203e-02
4.942937927246093750e+02,4.565167427062988281e-02
4.994208984375000000e+02,4.488897323608398438e-02
5.044083251953125000e+02,4.418808221817016602e-02
5.092518005371093750e+02,4.354953765869140625e-02
5.139470214843750000e+02,4.297393560409545898e-02
5.184896850585937500e+02,4.246187210083007812e-02
5.228754882812500000e+02,4.201394319534301758e-02
5.271001586914062500e+02,4.163068532943725586e-02
5.311593017578125000e+02,4.131281375885009766e-02
5.350487060546875000e+02,4.106074571609497070e-02
5.387639770507812500e+02,4.087513685226440430e-02
5.423009643554687500e+02,4.075664281845092773e-02
5.456552124023437500e+02,4.070574045181274414e-02
5.488224487304687500e+02,4.072308540344238281e-02
