time [ms],current [pA]
2.113546943664550781e+01,-1.048403930664062500e+01
3.834674072265625000e+01,-1.307195281982421875e+01
5.407070541381835938e+01,-1.549797821044921875e+01
6.868716430664062500e+01,-1.778665924072265625e+01
8.257593536376953125e+01,-1.996253967285156250e+01
9.611681365966796875e+01,-2.205016708374023438e+01
1.096896286010742188e+02,-2.407409286499023438e+01
1.236741638183593750e+02,-2.605886459350585938e+01
1.384502563476562500e+02,-2.802902603149414062e+01
1.543976898193359375e+02,-3.000912857055664062e+01
1.718962860107421875e+02,-3.202371978759765625e+01
1.913258361816406250e+02,-3.409734344482421875e+01
2.130661773681640625e+02,-3.625454711914062500e+01
2.374971008300781250e+02,-3.851988220214843750e+01
2.649984130859375000e+02,-4.091789627075195312e+01
2.960956115722656250e+02,-4.348467636108398438e+01
3.328006896972656250e+02,-4.626770019531250000e+01
3.711884765625000000e+02,-4.885340881347656250e+01
4.114142761230468750e+02,-5.124884796142578125e+01
4.536333312988281250e+02,-5.346107482910156250e+01
4.980008850097656250e+02,-5.549713897705078125e+01
5.446721801757812500e+02,-5.736409759521484375e+01
5.938025512695312500e+02,-5.906899261474609375e+01
6.455472412109375000e+02,-6.061888122558593750e+01
7.000614624023437500e+02,-6.202081298828125000e+01
7.575005493164062500e+02,-6.328184509277343750e+01
8.180196533203125000e+02,-6.440901947021484375e+01
8.817741699218750000e+02,-6.540940093994140625e+01
9.489193115234375000e+02,-6.629003143310546875e+01
1.019610290527343750e+03,-6.705796813964843750e+01
1.094002441406250000e+03,-6.772025299072265625e+01
1.172250976562500000e+03,-6.828395080566406250e+01
1.254511108398437500e+03,-6.875611114501953125e+01
1.340938232421875000e+03,-6.914377593994140625e+01
1.431687622070312500e+03,-6.945400238037109375e+01
1.526914306640625000e+03,-6.969384765625000000e+01
1.626773803710937500e+03,-6.987036132812500000e+01
1.731421264648437500e+03,-6.999058532714843750e+01
1.793428466796875000e+03,-7.003526306152343750e+01
1.830926879882812500e+03,-7.004800415039062500e+01
1.883752807617187500e+03,-7.006021118164062500e+01
1.950501098632812500e+03,-7.007188415527343750e+01
2.029766479492187500e+03,-7.008302307128906250e+01
2.120143554687500000e+03,-7.009362792968750000e+01
2.220227539062500000e+03,-7.010371398925781250e+01
2.328612792968750000e+03,-7.011327362060546875e+01
2.443894287109375000e+03,-7.012230682373046875e+01
2.564666748046875000e+03,-7.013082122802734375e+01
2.689524902343750000e+03,-7.013880920410156250e+01
2.817063720703125000e+03,-7.014628601074218750e+01
2.945877929687500000e+03,-7.015325164794921875e+01
3.074562011718750000e+03,-7.015969848632812500e+01
3.201711181640625000e+03,-7.016564178466796875e+01
3.325919677734375000e+03,-7.017106628417968750e+01
3.445782958984375000e+03,-7.017599487304687500e+01
3.559895263671875000e+03,-7.018041229248046875e+01
3.666851562500000000e+03,-7.018433380126953125e+01
3.765246826171875000e+03,-7.018775177001953125e+01
3.853675292968750000e+03,-7.019067382812500000e+01
3.930732421875000000e+03,-7.019309997558593750e+01
3.995012451171875000e+03,-7.019503021240234375e+01
4.045110595703125000e+03,-7.019647216796875000e+01
4.079621093750000000e+03,-7.019741821289062500e+01
4.097139160156250000e+03,-7.019788360595703125e+01
4.099104492187500000e+03,-6.897697448730468750e+01
4.113852050781250000e+03,-1.743178558349609375e+01
4.172527832031250000e+03,-1.649747467041015625e+01
4.236239746093750000e+03,-1.566807556152343750e+01
4.309476562500000000e+03,-1.480760955810546875e+01
4.390545410156250000e+03,-1.393232727050781250e+01
4.477754882812500000e+03,-1.305848693847656250e+01
4.569412597656250000e+03,-1.220233154296875000e+01
4.663826660156250000e+03,-1.138012695312500000e+01
4.759304199218750000e+03,-1.060812377929687500e+01
4.854153320312500000e+03,-9.902572631835937500e+00
4.946682128906250000e+03,-9.279724121093750000e+00
5.035198730468750000e+03,-8.755844116210937500e+00
5.118010253906250000e+03,-8.347175598144531250e+00
