time [ms],current density [pA/pF]
0.000000000000000000e+00,-2.970051765441894531e-02
5.543661117553710938e+00,-2.970039844512939453e-02
1.108732223510742188e+01,-2.970027923583984375e-02
1.663098335266113281e+01,-2.970016002655029297e-02
2.217464447021484375e+01,-2.970004081726074219e-02
2.771830558776855469e+01,-2.969992160797119141e-02
3.326196670532226562e+01,-2.969980239868164062e-02
3.880562973022460938e+01,-2.969968318939208984e-02
4.434928894042968750e+01,-2.969956398010253906e-02
4.989295196533203125e+01,-2.969944477081298828e-02
5.543661117553710938e+01,-2.969944477081298828e-02
6.098027420043945312e+01,-2.969944477081298828e-02
6.652393341064453125e+01,-2.969944477081298828e-02
7.206759643554687500e+01,-2.969944477081298828e-02
7.761125946044921875e+01,-2.969944477081298828e-02
8.315491485595703125e+01,-2.969944477081298828e-02
8.869857788085937500e+01,-2.969944477081298828e-02
9.424224090576171875e+01,-2.969944477081298828e-02
9.978590393066406250e+01,-2.969944477081298828e-02
1.053295593261718750e+02,-2.969944477081298828e-02
1.108732223510742188e+02,-2.969944477081298828e-02
1.164168853759765625e+02,-2.969944477081298828e-02
1.219605484008789062e+02,-2.969944477081298828e-02
1.275042037963867188e+02,-2.969944477081298828e-02
1.330478668212890625e+02,-2.969944477081298828e-02
1.385915374755859375e+02,-2.969944477081298828e-02
1.441351928710937500e+02,-2.969944477081298828e-02
1.496788482666015625e+02,-2.969944477081298828e-02
1.552225189208984375e+02,-2.969944477081298828e-02
1.607661743164062500e+02,-2.969944477081298828e-02
1.663098297119140625e+02,-2.969944477081298828e-02
1.718535003662109375e+02,-2.969944477081298828e-02
1.773971557617187500e+02,-2.969944477081298828e-02
1.829408264160156250e+02,-2.969944477081298828e-02
1.884844818115234375e+02,-2.969944477081298828e-02
1.940281372070312500e+02,-2.969944477081298828e-02
1.995718078613281250e+02,-2.969944477081298828e-02
2.051154632568359375e+02,-2.969944477081298828e-02
2.106591186523437500e+02,-2.969944477081298828e-02
2.162027893066406250e+02,-2.969944477081298828e-02
2.217464447021484375e+02,-2.969944477081298828e-02
2.272901153564453125e+02,-2.969944477081298828e-02
2.328337707519531250e+02,-2.969944477081298828e-02
2.383774261474609375e+02,-2.969944477081298828e-02
2.439210968017578125e+02,-2.969944477081298828e-02
2.494647521972656250e+02,-2.969944477081298828e-02
2.550084075927734375e+02,-2.969944477081298828e-02
2.605520629882812500e+02,-2.969944477081298828e-02
2.660957336425781250e+02,-2.969944477081298828e-02
2.716394042968750000e+02,-2.969944477081298828e-02
2.771830749511718750e+02,-2.969944477081298828e-02
2.827267150878906250e+02,-2.969944477081298828e-02
2.882703857421875000e+02,-2.969944477081298828e-02
2.938140563964843750e+02,-2.969944477081298828e-02
2.993576965332031250e+02,-2.969944477081298828e-02
3.049013671875000000e+02,-2.969944477081298828e-02
3.104450378417968750e+02,-2.969944477081298828e-02
3.159886779785156250e+02,-2.969944477081298828e-02
3.215323486328125000e+02,-2.969944477081298828e-02
3.270760192871093750e+02,-2.969944477081298828e-02
3.326196594238281250e+02,-2.969944477081298828e-02
3.381633300781250000e+02,-2.969944477081298828e-02
3.437070007324218750e+02,-2.969944477081298828e-02
3.492506408691406250e+02,-2.969944477081298828e-02
3.547943115234375000e+02,-2.969944477081298828e-02
3.603379821777343750e+02,-2.969944477081298828e-02
3.658816528320312500e+02,-2.969944477081298828e-02
3.714252929687500000e+02,-2.969944477081298828e-02
3.769689636230468750e+02,-2.969944477081298828e-02
3.825126342773437500e+02,-2.969944477081298828e-02
3.880562744140625000e+02,-2.969944477081298828e-02
3.935999450683593750e+02,-2.969944477081298828e-02
3.991436157226562500e+02,-2.969944477081298828e-02
4.046872558593750000e+02,-2.969944477081298828e-02
4.102309265136718750e+02,-2.969944477081298828e-02
4.157745971679687500e+02,-2.969944477081298828e-02
4.213182373046875000e+02,-2.969944477081298828e-02
4.268619079589843750e+02,-2.969944477081298828e-02
4.324055786132812500e+02,-2.969944477081298828e-02
4.379492492675781250e+02,-2.969944477081298828e-02
4.434928894042968750e+02,-2.969944477081298828e-02
4.490365600585937500e+02,-2.969944477081298828e-02
4.545802307128906250e+02,-2.969944477081298828e-02
4.601238708496093750e+02,-2.969944477081298828e-02
4.656675415039062500e+02,-2.969944477081298828e-02
4.712112121582031250e+02,-2.969944477081298828e-02
4.767548522949218750e+02,-2.969944477081298828e-02
4.822985229492187500e+02,-2.969944477081298828e-02
4.878421936035156250e+02,-2.969944477081298828e-02
4.933858337402343750e+02,-2.969944477081298828e-02
4.989295043945312500e+02,-2.969944477081298828e-02
5.044731750488281250e+02,-2.969944477081298828e-02
5.100168151855468750e+02,-2.969944477081298828e-02
5.155604858398437500e+02,-2.969944477081298828e-02
5.211041259765625000e+02,-2.969944477081298828e-02
5.266478271484375000e+02,-2.969944477081298828e-02
5.321914672851562500e+02,-2.969944477081298828e-02
5.377351074218750000e+02,-2.969944477081298828e-02
5.432788085937500000e+02,-2.969944477081298828e-02
5.488224487304687500e+02,-2.969944477081298828e-02
