time [ms],current density [pA/pF]
-1.129481270909309387e-01,-1.409667078405618668e-02
6.506474018096923828e+00,-1.409667078405618668e-02
1.312589550018310547e+01,-1.409667078405618668e-02
1.974531745910644531e+01,-1.409667078405618668e-02
2.636474037170410156e+01,-1.409667078405618668e-02
3.298416137695312500e+01,-1.409667078405618668e-02
3.960358428955078125e+01,-1.409667078405618668e-02
4.622300720214843750e+01,-1.409667078405618668e-02
5.104464721679687500e+01,-2.345515415072441101e-02
5.123707199096679688e+01,-5.691134929656982422e-02
5.142950057983398438e+01,-9.036754071712493896e-02
5.162192535400390625e+01,-1.238237395882606506e-01
5.181435394287109375e+01,-1.572799235582351685e-01
5.200677871704101562e+01,-1.907361298799514771e-01
5.219920730590820312e+01,-2.241923213005065918e-01
5.239163208007812500e+01,-2.576484978199005127e-01
5.258406066894531250e+01,-2.911047041416168213e-01
5.277648544311523438e+01,-3.245609104633331299e-01
5.296891403198242188e+01,-3.580170869827270508e-01
5.316133880615234375e+01,-3.914732933044433594e-01
5.335376739501953125e+01,-4.249294698238372803e-01
5.354619216918945312e+01,-4.583856761455535889e-01
5.416463851928710938e+01,-5.152284502983093262e-01
5.554155349731445312e+01,-5.444931983947753906e-01
5.856320571899414062e+01,-5.532760620117187500e-01
6.411022186279296875e+01,-5.507039427757263184e-01
7.078341674804687500e+01,-5.461852550506591797e-01
7.762799072265625000e+01,-5.416745543479919434e-01
8.463671112060546875e+01,-5.371733307838439941e-01
9.180234527587890625e+01,-5.326829552650451660e-01
9.911766815185546875e+01,-5.282050371170043945e-01
1.065754394531250000e+02,-5.237409472465515137e-01
1.141684265136718750e+02,-5.192922353744506836e-01
1.218894042968750000e+02,-5.148603320121765137e-01
1.297311401367187500e+02,-5.104467272758483887e-01
1.376863861083984375e+02,-5.060529112815856934e-01
1.457479248046875000e+02,-5.016803741455078125e-01
1.539085235595703125e+02,-4.973305165767669678e-01
1.621609344482421875e+02,-4.930049180984497070e-01
1.704979400634765625e+02,-4.887049794197082520e-01
1.789123229980468750e+02,-4.844321906566619873e-01
1.873968048095703125e+02,-4.801880419254302979e-01
1.959441986083984375e+02,-4.759739935398101807e-01
2.045472412109375000e+02,-4.717915654182434082e-01
2.131987304687500000e+02,-4.676421880722045898e-01
2.218914031982421875e+02,-4.635273218154907227e-01
2.306180419921875000e+02,-4.594485163688659668e-01
2.393714141845703125e+02,-4.554071724414825439e-01
2.481442871093750000e+02,-4.514048099517822266e-01
2.569294128417968750e+02,-4.474428892135620117e-01
2.657196044921875000e+02,-4.435229003429412842e-01
2.745075683593750000e+02,-4.396462738513946533e-01
2.832861022949218750e+02,-4.358145594596862793e-01
2.920479736328125000e+02,-4.320291578769683838e-01
3.007859802246093750e+02,-4.282916188240051270e-01
3.094928283691406250e+02,-4.246033430099487305e-01
3.181613159179687500e+02,-4.209658801555633545e-01
3.267842102050781250e+02,-4.173806607723236084e-01
3.353543090820312500e+02,-4.138491451740264893e-01
3.438643188476562500e+02,-4.103728830814361572e-01
3.523070373535156250e+02,-4.069532752037048340e-01
3.606752319335937500e+02,-4.035918116569519043e-01
3.689617004394531250e+02,-4.002900123596191406e-01
3.771591491699218750e+02,-3.970493078231811523e-01
3.852604064941406250e+02,-3.938711881637573242e-01
3.932581787109375000e+02,-3.907571136951446533e-01
4.011452941894531250e+02,-3.877086043357849121e-01
4.089144897460937500e+02,-3.847270905971527100e-01
4.165585021972656250e+02,-3.818140923976898193e-01
4.240701599121093750e+02,-3.789710402488708496e-01
4.314421997070312500e+02,-3.761994540691375732e-01
4.386673889160156250e+02,-3.735007643699645996e-01
4.457385253906250000e+02,-3.708764910697937012e-01
4.526483154296875000e+02,-3.683280646800994873e-01
4.593895568847656250e+02,-3.658570051193237305e-01
4.659550476074218750e+02,-3.634647727012634277e-01
4.723375244140625000e+02,-3.611528277397155762e-01
4.785297241210937500e+02,-3.589226603507995605e-01
4.845244750976562500e+02,-3.567757606506347656e-01
4.903145446777343750e+02,-3.547135889530181885e-01
4.958926391601562500e+02,-3.527376055717468262e-01
5.012515869140625000e+02,-3.508493006229400635e-01
5.063840942382812500e+02,-3.490501642227172852e-01
5.112829895019531250e+02,-3.473416566848754883e-01
5.159410400390625000e+02,-3.457252681255340576e-01
5.203509521484375000e+02,-3.442024588584899902e-01
5.245055541992187500e+02,-3.427747189998626709e-01
5.283975219726562500e+02,-3.414435088634490967e-01
5.320197753906250000e+02,-3.402102887630462646e-01
5.353649291992187500e+02,-3.390765786170959473e-01
5.384259033203125000e+02,-3.380438387393951416e-01
5.411953125000000000e+02,-3.371135592460632324e-01
5.436660156250000000e+02,-3.362871706485748291e-01
5.458307495117187500e+02,-3.355661928653717041e-01
5.476823120117187500e+02,-3.349520862102508545e-01
5.492134399414062500e+02,-3.344463109970092773e-01
5.504168701171875000e+02,-3.340503573417663574e-01
5.512854614257812500e+02,-3.337657153606414795e-01
5.518118896484375000e+02,-3.335938453674316406e-01
5.519889526367187500e+02,-3.335362374782562256e-01
