time [ms],current [pA]
1.240782356262207031e+01,-5.848587036132812500e+00
3.831063079833984375e+01,-7.343955993652343750e+00
6.109061050415039062e+01,-8.745964050292968750e+00
8.195075988769531250e+01,-1.008910369873046875e+01
1.020940856933593750e+02,-1.140786743164062500e+01
1.227235717773437500e+02,-1.273675537109375000e+01
1.450422210693359375e+02,-1.411026000976562500e+01
1.702530517578125000e+02,-1.556288146972656250e+01
1.995590362548828125e+02,-1.712910842895507812e+01
2.341631927490234375e+02,-1.884344863891601562e+01
2.752684936523437500e+02,-2.074038696289062500e+01
3.240779724121093750e+02,-2.285442352294921875e+01
3.710612182617187500e+02,-2.478496932983398438e+01
4.072129211425781250e+02,-2.618148803710937500e+01
4.441148071289062500e+02,-2.752096557617187500e+01
4.818314819335937500e+02,-2.880459213256835938e+01
5.204274902343750000e+02,-3.003356170654296875e+01
5.599674072265625000e+02,-3.120906066894531250e+01
6.005159301757812500e+02,-3.233227539062500000e+01
6.421375122070312500e+02,-3.340440368652343750e+01
6.848968505859375000e+02,-3.442662811279296875e+01
7.288584594726562500e+02,-3.540014266967773438e+01
7.740869750976562500e+02,-3.632613754272460938e+01
8.206469726562500000e+02,-3.720579910278320312e+01
8.686030273437500000e+02,-3.804031753540039062e+01
9.180197753906250000e+02,-3.883088684082031250e+01
9.689617309570312500e+02,-3.957869338989257812e+01
1.021493591308593750e+03,-4.028492736816406250e+01
1.075679809570312500e+03,-4.095077896118164062e+01
1.131585083007812500e+03,-4.157743835449218750e+01
1.189274047851562500e+03,-4.216609191894531250e+01
1.248811035156250000e+03,-4.271793365478515625e+01
1.310260986328125000e+03,-4.323415374755859375e+01
1.373688232421875000e+03,-4.371593856811523438e+01
1.439157470703125000e+03,-4.416448211669921875e+01
1.506733276367187500e+03,-4.458097076416015625e+01
1.576480224609375000e+03,-4.496659469604492188e+01
1.648462890625000000e+03,-4.532254409790039062e+01
1.722745971679687500e+03,-4.565000534057617188e+01
1.799393920898437500e+03,-4.595017623901367188e+01
1.878471313476562500e+03,-4.622423934936523438e+01
1.960042968750000000e+03,-4.647338867187500000e+01
2.044173217773437500e+03,-4.669881439208984375e+01
2.130926757812500000e+03,-4.690170288085937500e+01
2.220368164062500000e+03,-4.708324432373046875e+01
2.312562011718750000e+03,-4.724463272094726562e+01
2.407572998046875000e+03,-4.738705062866210938e+01
2.505465332031250000e+03,-4.751169586181640625e+01
2.606304199218750000e+03,-4.761975097656250000e+01
2.710153808593750000e+03,-4.771240997314453125e+01
2.817078857421875000e+03,-4.779086303710937500e+01
2.927143798828125000e+03,-4.785630035400390625e+01
3.040413574218750000e+03,-4.790990829467773438e+01
3.156952392578125000e+03,-4.795287704467773438e+01
3.222684570312500000e+03,-4.797142791748046875e+01
3.293293945312500000e+03,-4.798666763305664062e+01
3.379665771484375000e+03,-4.800291442871093750e+01
3.477148193359375000e+03,-4.801966857910156250e+01
3.581090087890625000e+03,-4.803641510009765625e+01
3.686839355468750000e+03,-4.805264663696289062e+01
3.789744873046875000e+03,-4.806786346435546875e+01
3.885154541015625000e+03,-4.808155059814453125e+01
3.968416992187500000e+03,-4.809320831298828125e+01
4.034880615234375000e+03,-4.810232543945312500e+01
4.079893798828125000e+03,-4.810839080810546875e+01
4.098804687500000000e+03,-4.811090850830078125e+01
4.099104492187500000e+03,-4.663005447387695312e+01
4.101435546875000000e+03,-1.398883056640625000e+01
4.153018554687500000e+03,-1.314403533935546875e+01
4.205819335937500000e+03,-1.258147430419921875e+01
4.266153808593750000e+03,-1.200035858154296875e+01
4.332941894531250000e+03,-1.140803527832031250e+01
4.405103027343750000e+03,-1.081182098388671875e+01
4.481555664062500000e+03,-1.021907043457031250e+01
4.561220214843750000e+03,-9.637100219726562500e+00
4.643015136718750000e+03,-9.073249816894531250e+00
4.725860351562500000e+03,-8.534858703613281250e+00
4.808674316406250000e+03,-8.029258728027343750e+00
4.890377441406250000e+03,-7.563774108886718750e+00
4.969888183593750000e+03,-7.145751953125000000e+00
5.046125976562500000e+03,-6.782524108886718750e+00
5.118010253906250000e+03,-6.481422424316406250e+00
