time [ms],current density [pA/pF]
0.000000000000000000e+00,-2.970051765441894531e-02
5.633727550506591797e+00,-2.970051765441894531e-02
1.126745510101318359e+01,-2.970051765441894531e-02
1.690118217468261719e+01,-2.970051765441894531e-02
2.253491020202636719e+01,-2.970051765441894531e-02
2.816863822937011719e+01,-2.970051765441894531e-02
3.380236434936523438e+01,-2.970051765441894531e-02
3.943609237670898438e+01,-2.970051765441894531e-02
4.506982040405273438e+01,-2.970051765441894531e-02
5.070354843139648438e+01,-2.970051765441894531e-02
5.103033828735351562e+01,-5.183422565460205078e-02
5.288666534423828125e+01,-6.942552328109741211e-02
5.902921295166015625e+01,-6.928199529647827148e-02
6.465901947021484375e+01,-6.844127178192138672e-02
7.028882598876953125e+01,-6.760060787200927734e-02
7.591863250732421875e+01,-6.675994396209716797e-02
8.154844665527343750e+01,-6.591922044754028320e-02
8.717825317382812500e+01,-6.507855653762817383e-02
9.280805969238281250e+01,-6.423789262771606445e-02
9.843786621093750000e+01,-6.339716911315917969e-02
1.040676727294921875e+02,-6.255650520324707031e-02
1.096974792480468750e+02,-6.171584129333496094e-02
1.153272857666015625e+02,-6.087511777877807617e-02
1.209570922851562500e+02,-6.003445386886596680e-02
1.265869064331054688e+02,-5.919378995895385742e-02
1.322167053222656250e+02,-5.835306644439697266e-02
1.378465118408203125e+02,-5.751240253448486328e-02
1.434763183593750000e+02,-5.667173862457275391e-02
1.491061401367187500e+02,-5.583101511001586914e-02
1.547359466552734375e+02,-5.499035120010375977e-02
1.603657531738281250e+02,-5.414962768554687500e-02
1.659955596923828125e+02,-5.330896377563476562e-02
1.716253662109375000e+02,-5.246829986572265625e-02
1.772551727294921875e+02,-5.162757635116577148e-02
1.828849792480468750e+02,-5.078691244125366211e-02
1.885147857666015625e+02,-4.994624853134155273e-02
1.941445922851562500e+02,-4.910552501678466797e-02
1.997743988037109375e+02,-4.826486110687255859e-02
2.054042053222656250e+02,-4.742419719696044922e-02
2.110340118408203125e+02,-4.658347368240356445e-02
2.166638183593750000e+02,-4.574280977249145508e-02
2.222936248779296875e+02,-4.490214586257934570e-02
2.279234313964843750e+02,-4.406142234802246094e-02
2.335532379150390625e+02,-4.322075843811035156e-02
2.391830444335937500e+02,-4.238009452819824219e-02
2.448128509521484375e+02,-4.153937101364135742e-02
2.504426727294921875e+02,-4.069870710372924805e-02
2.560724792480468750e+02,-3.985798358917236328e-02
2.617022705078125000e+02,-3.901731967926025391e-02
2.673320922851562500e+02,-3.817665576934814453e-02
2.729618835449218750e+02,-3.733593225479125977e-02
2.785917053222656250e+02,-3.649526834487915039e-02
2.842214965820312500e+02,-3.565460443496704102e-02
2.898513183593750000e+02,-3.481388092041015625e-02
2.954811401367187500e+02,-3.397321701049804688e-02
3.011109313964843750e+02,-3.313255310058593750e-02
3.067407531738281250e+02,-3.229182958602905273e-02
3.123705444335937500e+02,-3.145116567611694336e-02
3.180003662109375000e+02,-3.061050176620483398e-02
3.236301574707031250e+02,-2.976977825164794922e-02
3.292599792480468750e+02,-2.892911434173583984e-02
3.348897705078125000e+02,-2.808845043182373047e-02
3.405195922851562500e+02,-2.724772691726684570e-02
3.461493835449218750e+02,-2.640706300735473633e-02
3.517792053222656250e+02,-2.556633949279785156e-02
3.574089965820312500e+02,-2.472567558288574219e-02
3.630388183593750000e+02,-2.388501167297363281e-02
3.686686096191406250e+02,-2.304428815841674805e-02
3.742984313964843750e+02,-2.220362424850463867e-02
3.799282226562500000e+02,-2.136296033859252930e-02
3.855580444335937500e+02,-2.052223682403564453e-02
3.911878356933593750e+02,-1.968157291412353516e-02
3.968176574707031250e+02,-1.884090900421142578e-02
4.024474792480468750e+02,-1.800018548965454102e-02
4.080772705078125000e+02,-1.715952157974243164e-02
4.137070922851562500e+02,-1.631885766983032227e-02
4.193368835449218750e+02,-1.547813415527343750e-02
4.249667053222656250e+02,-1.463747024536132812e-02
4.305964965820312500e+02,-1.379680633544921875e-02
4.362263183593750000e+02,-1.295608282089233398e-02
4.418561096191406250e+02,-1.211541891098022461e-02
4.474859313964843750e+02,-1.127475500106811523e-02
4.531157226562500000e+02,-1.043403148651123047e-02
4.587455444335937500e+02,-9.593367576599121094e-03
4.643753356933593750e+02,-8.752644062042236328e-03
4.700051574707031250e+02,-7.911980152130126953e-03
4.756349487304687500e+02,-7.071316242218017578e-03
4.812647705078125000e+02,-6.230592727661132812e-03
4.868945617675781250e+02,-5.389928817749023438e-03
4.925243835449218750e+02,-4.549264907836914062e-03
4.981542053222656250e+02,-3.708541393280029297e-03
5.037839965820312500e+02,-2.867877483367919922e-03
5.094138183593750000e+02,-2.027213573455810547e-03
5.150436401367187500e+02,-1.186490058898925781e-03
5.206734008789062500e+02,-3.458261489868164062e-04
5.263032226562500000e+02,4.948377609252929688e-04
5.319330444335937500e+02,1.335561275482177734e-03
5.375628662109375000e+02,2.176225185394287109e-03
5.431926269531250000e+02,3.016889095306396484e-03
5.488224487304687500e+02,3.857612609863281250e-03
