time [ms],current density [pA/pF]
-1.129481270909309387e-01,-1.383741758763790131e-02
7.358983993530273438e+00,-1.383741758763790131e-02
1.483091545104980469e+01,-1.383741758763790131e-02
2.230284690856933594e+01,-1.383741758763790131e-02
2.977478027343750000e+01,-1.383741758763790131e-02
3.724671173095703125e+01,-1.383741758763790131e-02
4.471864318847656250e+01,-1.383741758763790131e-02
5.104281234741210938e+01,-1.978668197989463806e-02
5.136660766601562500e+01,-5.683796852827072144e-02
5.169040298461914062e+01,-9.388925135135650635e-02
5.201420211791992188e+01,-1.309405416250228882e-01
5.233799743652343750e+01,-1.679918169975280762e-01
5.266179656982421875e+01,-2.050431072711944580e-01
5.298559188842773438e+01,-2.420943975448608398e-01
5.330938720703125000e+01,-2.791456878185272217e-01
5.363318634033203125e+01,-3.161969780921936035e-01
5.395698165893554688e+01,-3.532482385635375977e-01
5.428077697753906250e+01,-3.902995288372039795e-01
5.460457611083984375e+01,-4.273508191108703613e-01
5.492837142944335938e+01,-4.644021093845367432e-01
5.525217056274414062e+01,-5.014533996582031250e-01
5.557596588134765625e+01,-5.385046601295471191e-01
5.589976119995117188e+01,-5.755559802055358887e-01
5.622356033325195312e+01,-6.126072406768798828e-01
5.654735565185546875e+01,-6.496585607528686523e-01
5.687115097045898438e+01,-6.867098212242126465e-01
5.719495010375976562e+01,-7.237610816955566406e-01
5.751874542236328125e+01,-7.608124017715454102e-01
5.784254074096679688e+01,-7.978636622428894043e-01
5.816633987426757812e+01,-8.349149823188781738e-01
5.850202941894531250e+01,-8.725086450576782227e-01
5.976682281494140625e+01,-9.206759333610534668e-01
6.214758300781250000e+01,-9.633547663688659668e-01
6.542909240722656250e+01,-9.975639581680297852e-01
6.939613342285156250e+01,-1.020322322845458984e+00
7.383348083496093750e+01,-1.028648614883422852e+00
8.158576202392578125e+01,-1.028384923934936523e+00
8.959708404541015625e+01,-1.028133988380432129e+00
9.780677032470703125e+01,-1.027899503707885742e+00
1.062041931152343750e+02,-1.027681112289428711e+00
1.147787475585937500e+02,-1.027478456497192383e+00
1.235197982788085938e+02,-1.027291059494018555e+00
1.324167480468750000e+02,-1.027118444442749023e+00
1.414589538574218750e+02,-1.026960372924804688e+00
1.506358032226562500e+02,-1.026816248893737793e+00
1.599366760253906250e+02,-1.026685833930969238e+00
1.693509521484375000e+02,-1.026568651199340820e+00
1.788680267333984375e+02,-1.026464343070983887e+00
1.884772644042968750e+02,-1.026372432708740234e+00
1.981680603027343750e+02,-1.026292562484741211e+00
2.079297790527343750e+02,-1.026224255561828613e+00
2.177518005371093750e+02,-1.026167154312133789e+00
2.276235046386718750e+02,-1.026120901107788086e+00
2.375343017578125000e+02,-1.026085138320922852e+00
2.474735260009765625e+02,-1.026059269905090332e+00
2.574306030273437500e+02,-1.026042938232421875e+00
2.673948669433593750e+02,-1.026035904884338379e+00
2.773557434082031250e+02,-1.026037573814392090e+00
2.873025817871093750e+02,-1.026047706604003906e+00
2.972247619628906250e+02,-1.026065707206726074e+00
3.071116943359375000e+02,-1.026091337203979492e+00
3.169527282714843750e+02,-1.026124119758605957e+00
3.267372741699218750e+02,-1.026163697242736816e+00
3.364546813964843750e+02,-1.026209592819213867e+00
3.460943298339843750e+02,-1.026261329650878906e+00
3.556456298828125000e+02,-1.026318669319152832e+00
3.650979309082031250e+02,-1.026381134986877441e+00
3.744406433105468750e+02,-1.026448369026184082e+00
3.836631469726562500e+02,-1.026519894599914551e+00
3.927547607421875000e+02,-1.026595354080200195e+00
4.017049560546875000e+02,-1.026674270629882812e+00
4.105030517578125000e+02,-1.026756286621093750e+00
4.191384277343750000e+02,-1.026841044425964355e+00
4.276005249023437500e+02,-1.026928067207336426e+00
4.358786621093750000e+02,-1.027016997337341309e+00
4.439622192382812500e+02,-1.027107357978820801e+00
4.518406066894531250e+02,-1.027198910713195801e+00
4.595032043457031250e+02,-1.027291059494018555e+00
4.669393920898437500e+02,-1.027383446693420410e+00
4.741385192871093750e+02,-1.027475714683532715e+00
4.810899963378906250e+02,-1.027567386627197266e+00
4.877832031250000000e+02,-1.027658104896545410e+00
4.942074890136718750e+02,-1.027747511863708496e+00
5.003522644042968750e+02,-1.027835130691528320e+00
5.062069091796875000e+02,-1.027920603752136230e+00
5.117608032226562500e+02,-1.028003573417663574e+00
5.170033569335937500e+02,-1.028083443641662598e+00
5.219238281250000000e+02,-1.028159976005554199e+00
5.265117797851562500e+02,-1.028232693672180176e+00
5.307564086914062500e+02,-1.028301239013671875e+00
5.346472778320312500e+02,-1.028365254402160645e+00
5.381735839843750000e+02,-1.028424143791198730e+00
5.413248291015625000e+02,-1.028477668762207031e+00
5.440903930664062500e+02,-1.028525352478027344e+00
5.464595947265625000e+02,-1.028566837310791016e+00
5.484218750000000000e+02,-1.028601646423339844e+00
5.499665527343750000e+02,-1.028629422187805176e+00
5.510830078125000000e+02,-1.028649806976318359e+00
5.517607421875000000e+02,-1.028662323951721191e+00
5.519889526367187500e+02,-1.028666615486145020e+00
