voltage [mV],current [pA]
-6.085277557373046875e+01,1.565263986587524414e+00
-5.828903961181640625e+01,1.776639580726623535e+00
-5.576023864746093750e+01,1.980263948440551758e+00
-5.326679229736328125e+01,2.176516771316528320e+00
-5.080913543701171875e+01,2.365777730941772461e+00
-4.838769531250000000e+01,2.548426866531372070e+00
-4.600289916992187500e+01,2.724843978881835938e+00
-4.365516662597656250e+01,2.895408630371093750e+00
-4.134493255615234375e+01,3.060500860214233398e+00
-3.907262420654296875e+01,3.220500469207763672e+00
-3.683866882324218750e+01,3.375787258148193359e+00
-3.464348602294921875e+01,3.526741266250610352e+00
-3.248751831054687500e+01,3.673741817474365234e+00
-3.037117767333984375e+01,3.817168951034545898e+00
-2.829489898681640625e+01,3.957402467727661133e+00
-2.625910949707031250e+01,4.094822406768798828e+00
-2.426422882080078125e+01,4.229808330535888672e+00
-2.231069946289062500e+01,4.362740039825439453e+00
-2.039894104003906250e+01,4.493997573852539062e+00
-1.852937316894531250e+01,4.623960494995117188e+00
-1.670243072509765625e+01,4.753008365631103516e+00
-1.491854858398437500e+01,4.881521701812744141e+00
-1.317813873291015625e+01,5.009880065917968750e+00
-1.148163604736328125e+01,5.138463020324707031e+00
-9.829467773437500000e+00,5.267650604248046875e+00
-8.222061157226562500e+00,5.397822856903076172e+00
-6.659843444824218750e+00,5.529358863830566406e+00
-5.143241882324218750e+00,5.662639141082763672e+00
-3.672683715820312500e+00,5.798043251037597656e+00
-2.248596191406250000e+00,5.935950756072998047e+00
-8.714065551757812500e-01,6.076741695404052734e+00
4.584579467773437500e-01,6.220796108245849609e+00
1.740570068359375000e+00,6.368493556976318359e+00
2.974502563476562500e+00,6.520213603973388672e+00
4.850296020507812500e+00,6.764533042907714844e+00
7.104232788085937500e+00,7.059819698333740234e+00
9.315658569335937500e+00,7.350639343261718750e+00
1.148590087890625000e+01,7.637390613555908203e+00
1.361622619628906250e+01,7.920472621917724609e+00
1.570796203613281250e+01,8.200284004211425781e+00
1.776239013671875000e+01,8.477224349975585938e+00
1.978080749511718750e+01,8.751690864562988281e+00
2.176451110839843750e+01,9.024085044860839844e+00
2.371481323242187500e+01,9.294803619384765625e+00
2.563301086425781250e+01,9.564246177673339844e+00
2.752038574218750000e+01,9.832812309265136719e+00
2.937825012207031250e+01,1.010089969635009766e+01
3.120790100097656250e+01,1.036890888214111328e+01
3.301063537597656250e+01,1.063723659515380859e+01
3.478775024414062500e+01,1.090628433227539062e+01
3.654054260253906250e+01,1.117644882202148438e+01
3.827032470703125000e+01,1.144812965393066406e+01
3.997837829589843750e+01,1.172172641754150391e+01
4.166600036621093750e+01,1.199763679504394531e+01
4.333450317382812500e+01,1.227626037597656250e+01
4.498518371582031250e+01,1.255799674987792969e+01
4.661932373046875000e+01,1.284324359893798828e+01
4.823825073242187500e+01,1.313240051269531250e+01
4.984323120117187500e+01,1.342586708068847656e+01
5.143557739257812500e+01,1.372404003143310547e+01
5.301660156250000000e+01,1.402732086181640625e+01
5.458758544921875000e+01,1.433610630035400391e+01
5.614982604980468750e+01,1.465079689025878906e+01
5.770463562011718750e+01,1.497179031372070312e+01
5.925329589843750000e+01,1.529948616027832031e+01
6.079711914062500000e+01,1.563428401947021484e+01
6.233740234375000000e+01,1.597658061981201172e+01
6.387542724609375000e+01,1.632677650451660156e+01
6.541252136230468750e+01,1.668527221679687500e+01
6.694996643066406250e+01,1.705246353149414062e+01
6.848905944824218750e+01,1.742874908447265625e+01
7.003109741210937500e+01,1.781453132629394531e+01
7.157737731933593750e+01,1.821020698547363281e+01
7.312921142578125000e+01,1.861617469787597656e+01
7.468789672851562500e+01,1.903283309936523438e+01
7.625471496582031250e+01,1.946058273315429688e+01
7.783097839355468750e+01,1.989982032775878906e+01
7.941798400878906250e+01,2.035094833374023438e+01
8.101702880859375000e+01,2.081436157226562500e+01
8.262940979003906250e+01,2.129046058654785156e+01
8.425642395019531250e+01,2.177964591979980469e+01
8.589938354492187500e+01,2.228231430053710938e+01
8.755955505371093750e+01,2.279886436462402344e+01
8.923828125000000000e+01,2.332969856262207031e+01
9.093681335449218750e+01,2.387521171569824219e+01
9.265649414062500000e+01,2.443580436706542969e+01
9.439859008789062500e+01,2.501187515258789062e+01
9.616441345214843750e+01,2.560382270812988281e+01
9.795526123046875000e+01,2.621204757690429688e+01
9.977243041992187500e+01,2.683694648742675781e+01
1.016172332763671875e+02,2.747891998291015625e+01
1.034909362792968750e+02,2.813836479187011719e+01
1.053948669433593750e+02,2.881568336486816406e+01
1.073303070068359375e+02,2.951127243041992188e+01
1.092985687255859375e+02,3.022553062438964844e+01
1.113009490966796875e+02,3.095885658264160156e+01
1.133387298583984375e+02,3.171165084838867188e+01
1.154132385253906250e+02,3.248431015014648438e+01
1.175257415771484375e+02,3.327723693847656250e+01
1.196775512695312500e+02,3.409082794189453125e+01
