time [ms],current density [pA/pF]
-1.129481270909309387e-01,-1.409667078405618668e-02
5.575953006744384766e+00,-1.409667078405618668e-02
1.126485347747802734e+01,-1.409667078405618668e-02
1.695375442504882812e+01,-1.409667078405618668e-02
2.264265632629394531e+01,-1.409667078405618668e-02
2.833155632019042969e+01,-1.409667078405618668e-02
3.402045822143554688e+01,-1.409667078405618668e-02
3.970935821533203125e+01,-1.409667078405618668e-02
4.539825820922851562e+01,-1.409667078405618668e-02
5.099068832397460938e+01,-1.409686077386140823e-02
5.309143066406250000e+01,-4.130884259939193726e-02
5.571956253051757812e+01,-6.948055326938629150e-02
5.914587020874023438e+01,-9.608464688062667847e-02
6.307191085815429688e+01,-1.105290129780769348e-01
6.837975311279296875e+01,-1.109706014394760132e-01
7.412092590332031250e+01,-1.109065711498260498e-01
7.999193572998046875e+01,-1.108496263623237610e-01
8.598804473876953125e+01,-1.107996255159378052e-01
9.210450744628906250e+01,-1.107564046978950500e-01
9.833659362792968750e+01,-1.107198223471641541e-01
1.046795578002929688e+02,-1.106897220015525818e-01
1.111286697387695312e+02,-1.106659546494483948e-01
1.176791915893554688e+02,-1.106483638286590576e-01
1.243263854980468750e+02,-1.106368005275726318e-01
1.310655212402343750e+02,-1.106311082839965820e-01
1.378918457031250000e+02,-1.106311455368995667e-01
1.448006286621093750e+02,-1.106367558240890503e-01
1.517871398925781250e+02,-1.106477826833724976e-01
1.588466339111328125e+02,-1.106640845537185669e-01
1.659743804931640625e+02,-1.106854975223541260e-01
1.731656341552734375e+02,-1.107118800282478333e-01
1.804156646728515625e+02,-1.107430830597877502e-01
1.877197265625000000e+02,-1.107789427042007446e-01
1.950731048583984375e+02,-1.108193099498748779e-01
2.024710235595703125e+02,-1.108640432357788086e-01
2.099087829589843750e+02,-1.109129786491394043e-01
2.173816223144531250e+02,-1.109659746289253235e-01
2.248848266601562500e+02,-1.110228672623634338e-01
2.324136352539062500e+02,-1.110835224390029907e-01
2.399633178710937500e+02,-1.111477687954902649e-01
2.475291442871093750e+02,-1.112154722213745117e-01
2.551063690185546875e+02,-1.112864688038825989e-01
2.626902770996093750e+02,-1.113606169819831848e-01
2.702760925292968750e+02,-1.114377528429031372e-01
2.778591003417968750e+02,-1.115177422761917114e-01
2.854345703125000000e+02,-1.116004139184951782e-01
2.929977416992187500e+02,-1.116856262087821960e-01
3.005439147949218750e+02,-1.117732301354408264e-01
3.080683288574218750e+02,-1.118630617856979370e-01
3.155662231445312500e+02,-1.119549870491027832e-01
3.230328979492187500e+02,-1.120488420128822327e-01
3.304636230468750000e+02,-1.121444776654243469e-01
3.378536071777343750e+02,-1.122417449951171875e-01
3.451981811523437500e+02,-1.123404875397682190e-01
3.524925537109375000e+02,-1.124405562877655029e-01
3.597320251464843750e+02,-1.125418022274971008e-01
3.669118347167968750e+02,-1.126440688967704773e-01
3.740272216796875000e+02,-1.127472072839736938e-01
3.810735168457031250e+02,-1.128510683774948120e-01
3.880459289550781250e+02,-1.129554957151412964e-01
3.949397583007812500e+02,-1.130603402853012085e-01
4.017502136230468750e+02,-1.131654530763626099e-01
4.084725952148437500e+02,-1.132706701755523682e-01
4.151021728515625000e+02,-1.133758574724197388e-01
4.216342163085937500e+02,-1.134808510541915894e-01
4.280639343261718750e+02,-1.135855019092559814e-01
4.343866577148437500e+02,-1.136896535754203796e-01
4.405975952148437500e+02,-1.137931719422340393e-01
4.466920471191406250e+02,-1.138958856463432312e-01
4.526652526855468750e+02,-1.139976531267166138e-01
4.585124816894531250e+02,-1.140983253717422485e-01
4.642289733886718750e+02,-1.141977384686470032e-01
4.698100585937500000e+02,-1.142957508563995361e-01
4.752509155273437500e+02,-1.143922060728073120e-01
4.805468750000000000e+02,-1.144869625568389893e-01
4.856931762695312500e+02,-1.145798489451408386e-01
4.906850585937500000e+02,-1.146707385778427124e-01
4.955178222656250000e+02,-1.147594600915908813e-01
5.001867065429687500e+02,-1.148458644747734070e-01
5.046869812011718750e+02,-1.149298101663589478e-01
5.090138854980468750e+02,-1.150111332535743713e-01
5.131627197265625000e+02,-1.150896921753883362e-01
5.171287231445312500e+02,-1.151653304696083069e-01
5.209072265625000000e+02,-1.152378991246223450e-01
5.244933471679687500e+02,-1.153072416782379150e-01
5.278825073242187500e+02,-1.153732165694236755e-01
5.310698852539062500e+02,-1.154356524348258972e-01
5.340507202148437500e+02,-1.154944226145744324e-01
5.368203125000000000e+02,-1.155493557453155518e-01
5.393739624023437500e+02,-1.156003102660179138e-01
5.417068481445312500e+02,-1.156471297144889832e-01
5.438142700195312500e+02,-1.156896650791168213e-01
5.456915283203125000e+02,-1.157277673482894897e-01
5.473338623046875000e+02,-1.157612800598144531e-01
5.487365112304687500e+02,-1.157900542020797729e-01
5.498947753906250000e+02,-1.158139333128929138e-01
5.508038940429687500e+02,-1.158327683806419373e-01
5.514591064453125000e+02,-1.158464103937149048e-01
5.518557128906250000e+02,-1.158547103404998779e-01
5.519889526367187500e+02,-1.158575117588043213e-01
