voltage[mV],steady state
-8.000000000000000000e+01,0.000000000000000000e+00
-7.780515289306640625e+01,1.088586752302944660e-03
-7.551350402832031250e+01,1.884833560325205326e-03
-7.314201354980468750e+01,2.439453965052962303e-03
-7.070765686035156250e+01,2.803161740303039551e-03
-6.822740936279296875e+01,3.026670077815651894e-03
-6.571823883056640625e+01,3.160693217068910599e-03
-6.319712829589843750e+01,3.255944233387708664e-03
-6.068104553222656250e+01,3.363136667758226395e-03
-5.818695831298828125e+01,3.532984526827931404e-03
-5.573184204101562500e+01,3.816201118752360344e-03
-5.333267211914062500e+01,4.263500217348337173e-03
-5.100642395019531250e+01,4.925595130771398544e-03
-4.877006149291992188e+01,5.853199865669012070e-03
-4.664056396484375000e+01,7.097027264535427094e-03
-4.463490295410156250e+01,8.707791566848754883e-03
-4.277005004882812500e+01,1.073620654642581940e-02
-4.106297683715820312e+01,1.323298551142215729e-02
-3.953065872192382812e+01,1.624884083867073059e-02
-3.819006729125976562e+01,1.983448863029479980e-02
-3.705817794799804688e+01,2.404064126312732697e-02
-3.615195846557617188e+01,2.891801111400127411e-02
-3.400914764404296875e+01,4.535733908414840698e-02
-3.198589324951171875e+01,6.404826790094375610e-02
-3.032231903076171875e+01,8.283785730600357056e-02
-2.897323226928710938e+01,1.015930622816085815e-01
-2.789342880249023438e+01,1.201808378100395203e-01
-2.703771209716796875e+01,1.384681463241577148e-01
-2.636088180541992188e+01,1.563219279050827026e-01
-2.581774139404296875e+01,1.736091524362564087e-01
-2.536309432983398438e+01,1.901967674493789673e-01
-2.495173645019531250e+01,2.059517204761505127e-01
-2.450711822509765625e+01,2.219611704349517822e-01
-2.397909545898437500e+01,2.410046011209487915e-01
-2.346207427978515625e+01,2.604374289512634277e-01
-2.295520782470703125e+01,2.802301347255706787e-01
-2.245763397216796875e+01,3.003531992435455322e-01
-2.196850585937500000e+01,3.207771182060241699e-01
-2.148696517944335938e+01,3.414723575115203857e-01
-2.101215744018554688e+01,3.624093830585479736e-01
-2.054323577880859375e+01,3.835587203502655029e-01
-2.007933807373046875e+01,4.048908352851867676e-01
-1.961961746215820312e+01,4.263761639595031738e-01
-1.916321563720703125e+01,4.479852616786956787e-01
-1.870928573608398438e+01,4.696885645389556885e-01
-1.825696563720703125e+01,4.914565682411193848e-01
-1.780540466308593750e+01,5.132597684860229492e-01
-1.735375213623046875e+01,5.350685715675354004e-01
-1.690114974975585938e+01,5.568535923957824707e-01
-1.644674682617187500e+01,5.785852074623107910e-01
-1.598969268798828125e+01,6.002339124679565430e-01
-1.552912902832031250e+01,6.217702627182006836e-01
-1.506420135498046875e+01,6.431646347045898438e-01
-1.459405517578125000e+01,6.643875837326049805e-01
-1.411784362792968750e+01,6.854095458984375000e-01
-1.363471221923828125e+01,7.062010765075683594e-01
-1.314379882812500000e+01,7.267325520515441895e-01
-1.264425659179687500e+01,7.469745278358459473e-01
-1.213523101806640625e+01,7.668974995613098145e-01
-1.161586761474609375e+01,7.864719033241271973e-01
-1.090940856933593750e+01,8.114074468612670898e-01
-1.002859497070312500e+01,8.383073806762695312e-01
-9.092048645019531250e+00,8.625385165214538574e-01
-8.096733093261718750e+00,8.842409253120422363e-01
-7.039588928222656250e+00,9.035549163818359375e-01
-5.917564392089843750e+00,9.206206798553466797e-01
-4.727607727050781250e+00,9.355784654617309570e-01
-3.466667175292968750e+00,9.485683441162109375e-01
-2.131698608398437500e+00,9.597306847572326660e-01
-7.196426391601562500e-01,9.692056775093078613e-01
7.725524902343750000e-01,9.771333932876586914e-01
2.347938537597656250e+00,9.836542010307312012e-01
4.009567260742187500e+00,9.889082908630371094e-01
5.760482788085937500e+00,9.930357933044433594e-01
7.603744506835937500e+00,9.961769580841064453e-01
9.542404174804687500e+00,9.984719753265380859e-01
1.157950592041015625e+01,1.000061154365539551e+00
1.371810913085937500e+01,1.001084566116333008e+00
1.596126556396484375e+01,1.001682519912719727e+00
1.831201934814453125e+01,1.001995205879211426e+00
2.077342987060546875e+01,1.002162814140319824e+00
2.334803771972656250e+01,1.002325296401977539e+00
2.544223785400390625e+01,1.002223372459411621e+00
2.753643798828125000e+01,1.002121329307556152e+00
2.963063049316406250e+01,1.002019286155700684e+00
3.172483062744140625e+01,1.001917243003845215e+00
3.381903076171875000e+01,1.001815199851989746e+00
3.591323089599609375e+01,1.001713156700134277e+00
3.800742340087890625e+01,1.001611113548278809e+00
4.010162353515625000e+01,1.001509070396423340e+00
4.219582366943359375e+01,1.001407027244567871e+00
4.429002380371093750e+01,1.001305103302001953e+00
4.638421630859375000e+01,1.001203060150146484e+00
4.847842407226562500e+01,1.001101016998291016e+00
5.057261657714843750e+01,1.000998973846435547e+00
5.266680908203125000e+01,1.000896930694580078e+00
5.476101684570312500e+01,1.000794887542724609e+00
5.685520935058593750e+01,1.000692844390869141e+00
5.894940185546875000e+01,1.000590801239013672e+00
6.104360961914062500e+01,1.000488758087158203e+00
