time [ms],current density [pA/pF]
0.000000000000000000e+00,-2.970051765441894531e-02
5.624517440795898438e+00,-2.970051765441894531e-02
1.124903488159179688e+01,-2.970051765441894531e-02
1.687355232238769531e+01,-2.970051765441894531e-02
2.249806976318359375e+01,-2.970051765441894531e-02
2.812258720397949219e+01,-2.970051765441894531e-02
3.374710464477539062e+01,-2.970051765441894531e-02
3.937162017822265625e+01,-2.970051765441894531e-02
4.499613952636718750e+01,-2.970051765441894531e-02
5.062065505981445312e+01,-2.970051765441894531e-02
5.190524673461914062e+01,-4.762470722198486328e-02
5.550585556030273438e+01,-6.828242540359497070e-02
5.991991424560546875e+01,-8.402442932128906250e-02
6.508705902099609375e+01,-8.863884210586547852e-02
7.069232177734375000e+01,-8.860468864440917969e-02
7.642776489257812500e+01,-8.857274055480957031e-02
8.228876495361328125e+01,-8.854287862777709961e-02
8.827069091796875000e+01,-8.851522207260131836e-02
9.436889648437500000e+01,-8.848959207534790039e-02
1.005787582397460938e+02,-8.846592903137207031e-02
1.068956451416015625e+02,-8.844429254531860352e-02
1.133149185180664062e+02,-8.842462301254272461e-02
1.198319396972656250e+02,-8.840686082839965820e-02
1.264420928955078125e+02,-8.839088678359985352e-02
1.331407318115234375e+02,-8.837676048278808594e-02
1.399232177734375000e+02,-8.836442232131958008e-02
1.467849426269531250e+02,-8.835381269454956055e-02
1.537212524414062500e+02,-8.834487199783325195e-02
1.607275085449218750e+02,-8.833754062652587891e-02
1.677991027832031250e+02,-8.833181858062744141e-02
1.749313812255859375e+02,-8.832770586013793945e-02
1.821197052001953125e+02,-8.832508325576782227e-02
1.893594665527343750e+02,-8.832389116287231445e-02
1.966460113525390625e+02,-8.832418918609619141e-02
2.039747161865234375e+02,-8.832585811614990234e-02
2.113409576416015625e+02,-8.832883834838867188e-02
2.187400817871093750e+02,-8.833312988281250000e-02
2.261674652099609375e+02,-8.833873271942138672e-02
2.336184692382812500e+02,-8.834552764892578125e-02
2.410884704589843750e+02,-8.835345506668090820e-02
2.485728454589843750e+02,-8.836257457733154297e-02
2.560669250488281250e+02,-8.837276697158813477e-02
2.635661010742187500e+02,-8.838397264480590820e-02
2.710657653808593750e+02,-8.839619159698486328e-02
2.785612182617187500e+02,-8.840942382812500000e-02
2.860478820800781250e+02,-8.842355012893676758e-02
2.935211181640625000e+02,-8.843851089477539062e-02
3.009762573242187500e+02,-8.845436573028564453e-02
3.084087219238281250e+02,-8.847099542617797852e-02
3.158138122558593750e+02,-8.848834037780761719e-02
3.231869506835937500e+02,-8.850640058517456055e-02
3.305234985351562500e+02,-8.852517604827880859e-02
3.378187866210937500e+02,-8.854454755783081055e-02
3.450682373046875000e+02,-8.856451511383056641e-02
3.522671508789062500e+02,-8.858495950698852539e-02
3.594109497070312500e+02,-8.860594034194946289e-02
3.664949645996093750e+02,-8.862739801406860352e-02
3.735145874023437500e+02,-8.864921331405639648e-02
3.804651489257812500e+02,-8.867144584655761719e-02
3.873420715332031250e+02,-8.869397640228271484e-02
3.941406860351562500e+02,-8.871680498123168945e-02
4.008563537597656250e+02,-8.873987197875976562e-02
4.074844665527343750e+02,-8.876311779022216797e-02
4.140203552246093750e+02,-8.878654241561889648e-02
4.204594421386718750e+02,-8.881002664566040039e-02
4.267970275878906250e+02,-8.883363008499145508e-02
4.330285339355468750e+02,-8.885729312896728516e-02
4.391493225097656250e+02,-8.888089656829833984e-02
4.451547241210937500e+02,-8.890444040298461914e-02
4.510401306152343750e+02,-8.892786502838134766e-02
4.568009033203125000e+02,-8.895117044448852539e-02
4.624324035644531250e+02,-8.897429704666137695e-02
4.679300231933593750e+02,-8.899718523025512695e-02
4.732890930175781250e+02,-8.901983499526977539e-02
4.785050048828125000e+02,-8.904212713241577148e-02
4.835731201171875000e+02,-8.906412124633789062e-02
4.884888000488281250e+02,-8.908569812774658203e-02
4.932474060058593750e+02,-8.910679817199707031e-02
4.978443298339843750e+02,-8.912742137908935547e-02
5.022749328613281250e+02,-8.914756774902343750e-02
5.065345458984375000e+02,-8.916711807250976562e-02
5.106185913085937500e+02,-8.918607234954833984e-02
5.145223999023437500e+02,-8.920431137084960938e-02
5.182413330078125000e+02,-8.922195434570312500e-02
5.217707519531250000e+02,-8.923876285552978516e-02
5.251060791015625000e+02,-8.925485610961914062e-02
5.282426147460937500e+02,-8.927011489868164062e-02
5.311757812500000000e+02,-8.928447961807250977e-02
5.339009399414062500e+02,-8.929800987243652344e-02
5.364133911132812500e+02,-8.931052684783935547e-02
5.387085571289062500e+02,-8.932209014892578125e-02
5.407817993164062500e+02,-8.933258056640625000e-02
5.426284790039062500e+02,-8.934199810028076172e-02
5.442440185546875000e+02,-8.935028314590454102e-02
5.456236572265625000e+02,-8.935743570327758789e-02
5.467628784179687500e+02,-8.936339616775512695e-02
5.476569824218750000e+02,-8.936810493469238281e-02
5.483013916015625000e+02,-8.937150239944458008e-02
5.486914062500000000e+02,-8.937358856201171875e-02
5.488224487304687500e+02,-8.937430381774902344e-02
