time [ms],current density [pA/pF]
0.000000000000000000e+00,-2.970051765441894531e-02
6.680505275726318359e+00,-2.970051765441894531e-02
1.336101055145263672e+01,-2.970051765441894531e-02
2.004151725769042969e+01,-2.970051765441894531e-02
2.672202110290527344e+01,-2.970051765441894531e-02
3.340252685546875000e+01,-2.970051765441894531e-02
4.008303451538085938e+01,-2.970051765441894531e-02
4.676353836059570312e+01,-2.970051765441894531e-02
5.091343688964843750e+01,-4.026830196380615234e-02
5.119955444335937500e+01,-6.697136163711547852e-02
5.148567199707031250e+01,-9.367442131042480469e-02
5.177178955078125000e+01,-1.203774511814117432e-01
5.205790710449218750e+01,-1.470804810523986816e-01
5.234402465820312500e+01,-1.737835109233856201e-01
5.263014221191406250e+01,-2.004865705966949463e-01
5.291625976562500000e+01,-2.271896004676818848e-01
5.320237731933593750e+01,-2.538926303386688232e-01
5.348849487304687500e+01,-2.805956900119781494e-01
5.377461242675781250e+01,-3.072987198829650879e-01
5.406072998046875000e+01,-3.340017497539520264e-01
5.434685134887695312e+01,-3.607047796249389648e-01
5.463296890258789062e+01,-3.874078392982482910e-01
5.491908645629882812e+01,-4.141108691692352295e-01
5.522545242309570312e+01,-4.411819577217102051e-01
5.590895080566406250e+01,-4.711774289608001709e-01
5.770880508422851562e+01,-4.974876642227172852e-01
6.159781646728515625e+01,-5.138193964958190918e-01
6.805335235595703125e+01,-5.156441330909729004e-01
7.497059631347656250e+01,-5.142404437065124512e-01
8.205728912353515625e+01,-5.128588676452636719e-01
8.930588531494140625e+01,-5.114992260932922363e-01
9.670881652832031250e+01,-5.101614594459533691e-01
1.042585525512695312e+02,-5.088455677032470703e-01
1.119475250244140625e+02,-5.075514912605285645e-01
1.197681884765625000e+02,-5.062791109085083008e-01
1.277129974365234375e+02,-5.050283670425415039e-01
1.357743835449218750e+02,-5.037991404533386230e-01
1.439448089599609375e+02,-5.025914907455444336e-01
1.522167205810546875e+02,-5.014052391052246094e-01
1.605825653076171875e+02,-5.002403259277343750e-01
1.690347900390625000e+02,-4.990967512130737305e-01
1.775658416748046875e+02,-4.979743957519531250e-01
1.861681671142578125e+02,-4.968731701374053955e-01
1.948342285156250000e+02,-4.957930743694305420e-01
2.035564575195312500e+02,-4.947339892387390137e-01
2.123273010253906250e+02,-4.936958551406860352e-01
2.211392211914062500e+02,-4.926785826683044434e-01
2.299846496582031250e+02,-4.916821420192718506e-01
2.388560638427734375e+02,-4.907064437866210938e-01
2.477458801269531250e+02,-4.897514581680297852e-01
2.566465454101562500e+02,-4.888170361518859863e-01
2.655505676269531250e+02,-4.879031777381896973e-01
2.744503173828125000e+02,-4.870097935199737549e-01
2.833382568359375000e+02,-4.861367940902709961e-01
2.922068786621093750e+02,-4.852841496467590332e-01
3.010486145019531250e+02,-4.844517707824707031e-01
3.098558654785156250e+02,-4.836395978927612305e-01
3.186211547851562500e+02,-4.828475117683410645e-01
3.273368835449218750e+02,-4.820755422115325928e-01
3.359955139160156250e+02,-4.813235402107238770e-01
3.445894775390625000e+02,-4.805914461612701416e-01
3.531112365722656250e+02,-4.798792302608489990e-01
3.615532226562500000e+02,-4.791867733001708984e-01
3.699079284667968750e+02,-4.785140752792358398e-01
3.781677551269531250e+02,-4.778609871864318848e-01
3.863251953125000000e+02,-4.772275090217590332e-01
3.943726501464843750e+02,-4.766135215759277344e-01
4.023025817871093750e+02,-4.760189950466156006e-01
4.101074523925781250e+02,-4.754438400268554688e-01
4.177796936035156250e+02,-4.748879671096801758e-01
4.253117675781250000e+02,-4.743513464927673340e-01
4.326961364746093750e+02,-4.738338887691497803e-01
4.399252319335937500e+02,-4.733355641365051270e-01
4.469914855957031250e+02,-4.728562235832214355e-01
4.538873596191406250e+02,-4.723958671092987061e-01
4.606052856445312500e+02,-4.719544053077697754e-01
4.671377563476562500e+02,-4.715317487716674805e-01
4.734772033691406250e+02,-4.711278676986694336e-01
4.796160278320312500e+02,-4.707427024841308594e-01
4.855467529296875000e+02,-4.703761339187622070e-01
4.912617492675781250e+02,-4.700281023979187012e-01
4.967535400390625000e+02,-4.696985483169555664e-01
5.020145263671875000e+02,-4.693874120712280273e-01
5.070371704101562500e+02,-4.690946340560913086e-01
5.118139343261718750e+02,-4.688201248645782471e-01
5.163372192382812500e+02,-4.685638248920440674e-01
5.205995483398437500e+02,-4.683256745338439941e-01
5.245932617187500000e+02,-4.681055843830108643e-01
5.283109130859375000e+02,-4.679034948348999023e-01
5.317449340820312500e+02,-4.677193164825439453e-01
5.348876953125000000e+02,-4.675530195236206055e-01
5.377317504882812500e+02,-4.674045443534851074e-01
5.402694702148437500e+02,-4.672737717628479004e-01
5.424932861328125000e+02,-4.671606719493865967e-01
5.443957519531250000e+02,-4.670651555061340332e-01
5.459692382812500000e+02,-4.669871330261230469e-01
5.472061767578125000e+02,-4.669266045093536377e-01
5.480990600585937500e+02,-4.668834209442138672e-01
5.486403808593750000e+02,-4.668576121330261230e-01
5.488224487304687500e+02,-4.668489694595336914e-01
