voltage [mV],current [pA]
-1.481660156250000000e+02,-1.265400695800781250e+02
-1.451128082275390625e+02,-1.249523468017578125e+02
-1.421133575439453125e+02,-1.233847503662109375e+02
-1.391658325195312500e+02,-1.218367156982421875e+02
-1.362684020996093750e+02,-1.203076629638671875e+02
-1.334192199707031250e+02,-1.187970046997070312e+02
-1.306164550781250000e+02,-1.173041839599609375e+02
-1.278582611083984375e+02,-1.158286285400390625e+02
-1.251428222656250000e+02,-1.143697509765625000e+02
-1.224682922363281250e+02,-1.129269943237304688e+02
-1.198328247070312500e+02,-1.114997634887695312e+02
-1.172345962524414062e+02,-1.100875015258789062e+02
-1.146717681884765625e+02,-1.086896286010742188e+02
-1.121425018310546875e+02,-1.073055725097656250e+02
-1.096449584960937500e+02,-1.059347610473632812e+02
-1.071772994995117188e+02,-1.045766067504882812e+02
-1.047377014160156250e+02,-1.032305526733398438e+02
-1.023243103027343750e+02,-1.018960189819335938e+02
-9.993530273437500000e+01,-1.005724334716796875e+02
-9.756884002685546875e+01,-9.925921630859375000e+01
-9.522308349609375000e+01,-9.795579528808593750e+01
-9.289619445800781250e+01,-9.666159820556640625e+01
-9.058634948730468750e+01,-9.537605285644531250e+01
-8.829168701171875000e+01,-9.409857940673828125e+01
-8.601039123535156250e+01,-9.282861328125000000e+01
-8.374062347412109375e+01,-9.156557464599609375e+01
-8.148054504394531250e+01,-9.030888366699218750e+01
-7.922830963134765625e+01,-8.905797576904296875e+01
-7.698208618164062500e+01,-8.781227874755859375e+01
-7.474005126953125000e+01,-8.657121276855468750e+01
-7.250035858154296875e+01,-8.533419799804687500e+01
-7.026116943359375000e+01,-8.410067749023437500e+01
-6.802064514160156250e+01,-8.287005615234375000e+01
-6.577696228027343750e+01,-8.164177703857421875e+01
-6.352827072143554688e+01,-8.041526794433593750e+01
-6.127273941040039062e+01,-7.918993377685546875e+01
-5.900852966308593750e+01,-7.796522521972656250e+01
-5.673381042480468750e+01,-7.674054718017578125e+01
-5.444673919677734375e+01,-7.551534271240234375e+01
-5.214548492431640625e+01,-7.428903198242187500e+01
-4.982820892333984375e+01,-7.306103515625000000e+01
-4.749307250976562500e+01,-7.183078765869140625e+01
-4.513823699951171875e+01,-7.059770965576171875e+01
-4.276187133789062500e+01,-6.936122894287109375e+01
-4.036214447021484375e+01,-6.812076568603515625e+01
-3.793721008300781250e+01,-6.687575531005859375e+01
-3.548522949218750000e+01,-6.562561798095703125e+01
-3.300437927246093750e+01,-6.436978912353515625e+01
-3.049281311035156250e+01,-6.310768127441406250e+01
-2.794869232177734375e+01,-6.183872222900390625e+01
-2.537018585205078125e+01,-6.056234741210937500e+01
-2.275546264648437500e+01,-5.927798461914062500e+01
-2.010267639160156250e+01,-5.798504638671875000e+01
-1.740998840332031250e+01,-5.668296051025390625e+01
-1.467557525634765625e+01,-5.537116241455078125e+01
-1.189759063720703125e+01,-5.404907989501953125e+01
-8.854194641113281250e+00,-5.261196899414062500e+01
-5.794784545898437500e+00,-5.117829895019531250e+01
-2.775619506835937500e+00,-4.977528381347656250e+01
2.060012817382812500e-01,-4.840228271484375000e+01
3.152763366699218750e+00,-4.705857849121093750e+01
6.067367553710937500e+00,-4.574353027343750000e+01
8.952499389648437500e+00,-4.445645141601562500e+01
1.181086730957031250e+01,-4.319667053222656250e+01
1.464517211914062500e+01,-4.196353149414062500e+01
1.745808410644531250e+01,-4.075633239746093750e+01
2.025230407714843750e+01,-3.957443237304687500e+01
2.303054809570312500e+01,-3.841712951660156250e+01
2.579548645019531250e+01,-3.728376770019531250e+01
2.854981994628906250e+01,-3.617366027832031250e+01
3.129626464843750000e+01,-3.508615112304687500e+01
3.403749084472656250e+01,-3.402056884765625000e+01
3.677618408203125000e+01,-3.297622680664062500e+01
3.951507568359375000e+01,-3.195245361328125000e+01
4.225683593750000000e+01,-3.094859313964843750e+01
4.500416564941406250e+01,-2.996395874023437500e+01
4.775975036621093750e+01,-2.899787902832031250e+01
5.052630615234375000e+01,-2.804966735839843750e+01
5.330651855468750000e+01,-2.711868286132812500e+01
5.610305786132812500e+01,-2.620422363281250000e+01
5.891865539550781250e+01,-2.530563354492187500e+01
6.175599670410156250e+01,-2.442224121093750000e+01
6.461775207519531250e+01,-2.355335998535156250e+01
6.750665283203125000e+01,-2.269833374023437500e+01
7.042536926269531250e+01,-2.185647583007812500e+01
7.337660217285156250e+01,-2.102711486816406250e+01
7.636305236816406250e+01,-2.020959472656250000e+01
7.938740539550781250e+01,-1.940321350097656250e+01
8.245234680175781250e+01,-1.860733032226562500e+01
8.556060791015625000e+01,-1.782124328613281250e+01
8.871485900878906250e+01,-1.704431152343750000e+01
9.191778564453125000e+01,-1.627583312988281250e+01
9.517210388183593750e+01,-1.551513671875000000e+01
9.848048400878906250e+01,-1.476158142089843750e+01
1.018456420898437500e+02,-1.401445007324218750e+01
1.052702789306640625e+02,-1.327311706542968750e+01
1.087570648193359375e+02,-1.253686523437500000e+01
1.123087158203125000e+02,-1.180505371093750000e+01
1.159279022216796875e+02,-1.107698059082031250e+01
1.196173553466796875e+02,-1.035200500488281250e+01
