voltage[mV],steady state
-3.599017715454101562e+01,9.476835839450359344e-03
-3.579706954956054688e+01,9.696104563772678375e-03
-3.560466766357421875e+01,9.919653646647930145e-03
-3.541297912597656250e+01,1.014752313494682312e-02
-3.522200775146484375e+01,1.037975121289491653e-02
-3.503175354003906250e+01,1.061637699604034424e-02
-3.484223175048828125e+01,1.085743866860866547e-02
-3.465344238281250000e+01,1.110297627747058868e-02
-3.446538925170898438e+01,1.135302800685167313e-02
-3.427808380126953125e+01,1.160763204097747803e-02
-3.409152603149414062e+01,1.186682749539613724e-02
-3.390572357177734375e+01,1.213065348565578461e-02
-3.372068405151367188e+01,1.239914819598197937e-02
-3.353640747070312500e+01,1.267235074192285538e-02
-3.335290527343750000e+01,1.295030023902654648e-02
-3.317018127441406250e+01,1.323303487151861191e-02
-3.298823547363281250e+01,1.352059375494718552e-02
-3.280708312988281250e+01,1.381301600486040115e-02
-3.262672042846679688e+01,1.411033887416124344e-02
-3.244715881347656250e+01,1.441260334104299545e-02
-3.226840591430664062e+01,1.471984665840864182e-02
-3.209045791625976562e+01,1.503210794180631638e-02
-3.191332626342773438e+01,1.534942630678415298e-02
-3.173701858520507812e+01,1.567183993756771088e-02
-3.156153488159179688e+01,1.599938794970512390e-02
-3.138688659667968750e+01,1.633211039006710052e-02
-3.121307373046875000e+01,1.667004264891147614e-02
-3.104010391235351562e+01,1.701322756707668304e-02
-3.086798477172851562e+01,1.736170053482055664e-02
-3.069672012329101562e+01,1.771550253033638000e-02
-3.052631378173828125e+01,1.807467080652713776e-02
-3.035677337646484375e+01,1.843924634158611298e-02
-3.018810272216796875e+01,1.880926452577114105e-02
-3.002031326293945312e+01,1.918476819992065430e-02
-2.985340118408203125e+01,1.956579275429248810e-02
-2.968737792968750000e+01,1.995237730443477631e-02
-2.952224731445312500e+01,2.034456282854080200e-02
-2.935801315307617188e+01,2.074238657951354980e-02
-2.919468307495117188e+01,2.114588767290115356e-02
-2.903226470947265625e+01,2.155510522425174713e-02
-2.887076187133789062e+01,2.197007834911346436e-02
-2.871017837524414062e+01,2.239084243774414062e-02
-2.855051803588867188e+01,2.281744033098220825e-02
-2.839179229736328125e+01,2.324990928173065186e-02
-2.823400497436523438e+01,2.368828840553760529e-02
-2.807715606689453125e+01,2.413261681795120239e-02
-2.792125701904296875e+01,2.458293177187442780e-02
-2.776631164550781250e+01,2.503927238285541534e-02
-2.761232376098632812e+01,2.550167962908744812e-02
-2.745930099487304688e+01,2.597018890082836151e-02
-2.730725097656250000e+01,2.644484303891658783e-02
-2.715617370605468750e+01,2.692567743360996246e-02
-2.700607681274414062e+01,2.741273120045661926e-02
-2.685696792602539062e+01,2.790604345500469208e-02
-2.670885086059570312e+01,2.840565517544746399e-02
-2.656172943115234375e+01,2.891160175204277039e-02
-2.641561126708984375e+01,2.942392416298389435e-02
-2.627050399780273438e+01,2.994266152381896973e-02
-2.612640762329101562e+01,3.046785108745098114e-02
-2.598333358764648438e+01,3.099953196942806244e-02
-2.584128570556640625e+01,3.153774142265319824e-02
-2.570026397705078125e+01,3.208252415060997009e-02
-2.556027984619140625e+01,3.263391181826591492e-02
-2.542133712768554688e+01,3.319194540381431580e-02
-2.528344345092773438e+01,3.375666588544845581e-02
-2.514660263061523438e+01,3.432811051607131958e-02
-2.501081466674804688e+01,3.490632027387619019e-02
-2.487609481811523438e+01,3.549132868647575378e-02
-2.474244308471679688e+01,3.608317673206329346e-02
-2.460986709594726562e+01,3.668190538883209229e-02
-2.447836685180664062e+01,3.728755563497543335e-02
-2.434795761108398438e+01,3.790015727281570435e-02
-2.421863555908203125e+01,3.851975873112678528e-02
-2.409041213989257812e+01,3.914639353752136230e-02
-2.396328735351562500e+01,3.978009894490242004e-02
-2.383727264404296875e+01,4.042091965675354004e-02
-2.371237182617187500e+01,4.106888920068740845e-02
-2.358858871459960938e+01,4.172405228018760681e-02
-2.346593093872070312e+01,4.238643869757652283e-02
-2.334440231323242188e+01,4.305609315633773804e-02
-2.322400665283203125e+01,4.373305663466453552e-02
-2.310475158691406250e+01,4.441736266016960144e-02
-2.298664474487304688e+01,4.510905221104621887e-02
-2.286968994140625000e+01,4.580816254019737244e-02
-2.275389099121093750e+01,4.651473462581634521e-02
-2.263925552368164062e+01,4.722880572080612183e-02
-2.252578735351562500e+01,4.795041680335998535e-02
-2.241349029541015625e+01,4.867960512638092041e-02
-2.230237579345703125e+01,4.941640794277191162e-02
-2.219244384765625000e+01,5.016086995601654053e-02
-2.208370208740234375e+01,5.091302096843719482e-02
-2.197615814208984375e+01,5.167290568351745605e-02
-2.186981582641601562e+01,5.244056135416030884e-02
-2.176467895507812500e+01,5.321602895855903625e-02
-2.166075134277343750e+01,5.399934574961662292e-02
-2.155804443359375000e+01,5.479054525494575500e-02
-2.145655822753906250e+01,5.558967590332031250e-02
-2.135630416870117188e+01,5.639677122235298157e-02
-2.125728225708007812e+01,5.721186846494674683e-02
-2.115950012207031250e+01,5.803500860929489136e-02
-2.106296539306640625e+01,5.886622890830039978e-02
-2.096767807006835938e+01,5.970557034015655518e-02
-2.087364959716796875e+01,6.055307388305664062e-02
-2.078087997436523438e+01,6.140877306461334229e-02
-2.068937683105468750e+01,6.227270513772964478e-02
-2.059915161132812500e+01,6.314491480588912964e-02
-2.051020050048828125e+01,6.402543932199478149e-02
-2.042253494262695312e+01,6.491431593894958496e-02
-2.032423019409179688e+01,6.593569368124008179e-02
-2.020456314086914062e+01,6.719873100519180298e-02
-2.008549118041992188e+01,6.847354769706726074e-02
-1.996701812744140625e+01,6.976004689931869507e-02
-1.984913635253906250e+01,7.105815410614013672e-02
-1.973184585571289062e+01,7.236778736114501953e-02
-1.961514282226562500e+01,7.368886470794677734e-02
-1.949902725219726562e+01,7.502128928899765015e-02
-1.938348770141601562e+01,7.636498659849166870e-02
-1.926853179931640625e+01,7.771987468004226685e-02
-1.915414810180664062e+01,7.908586412668228149e-02
-1.904034042358398438e+01,8.046286553144454956e-02
-1.892710113525390625e+01,8.185081183910369873e-02
-1.881443023681640625e+01,8.324959874153137207e-02
-1.870232391357421875e+01,8.465915918350219727e-02
-1.859077835083007812e+01,8.607940375804901123e-02
-1.847978973388671875e+01,8.751025050878524780e-02
-1.836936187744140625e+01,8.895160257816314697e-02
-1.825948333740234375e+01,9.040339291095733643e-02
-1.815015411376953125e+01,9.186552464962005615e-02
-1.804137420654296875e+01,9.333792328834533691e-02
-1.793313980102539062e+01,9.482049942016601562e-02
-1.782544708251953125e+01,9.631317853927612305e-02
-1.771829223632812500e+01,9.781585633754730225e-02
-1.761167144775390625e+01,9.932846575975418091e-02
-1.750558471679687500e+01,1.008509248495101929e-01
-1.740002822875976562e+01,1.023831367492675781e-01
-1.729500198364257812e+01,1.039250195026397705e-01
-1.719049835205078125e+01,1.054764986038208008e-01
-1.708651351928710938e+01,1.070374846458435059e-01
-1.698305130004882812e+01,1.086078956723213196e-01
-1.688010406494140625e+01,1.101876422762870789e-01
-1.677766799926757812e+01,1.117766499519348145e-01
-1.667574310302734375e+01,1.133748218417167664e-01
-1.657432556152343750e+01,1.149820834398269653e-01
-1.647341156005859375e+01,1.165983453392982483e-01
-1.637300109863281250e+01,1.182235330343246460e-01
-1.627309036254882812e+01,1.198575496673583984e-01
-1.617367172241210938e+01,1.215003207325935364e-01
-1.607474899291992188e+01,1.231517568230628967e-01
-1.597631835937500000e+01,1.248117759823799133e-01
-1.587837219238281250e+01,1.264802962541580200e-01
-1.578090667724609375e+01,1.281572282314300537e-01
-1.568392944335937500e+01,1.298425048589706421e-01
-1.558742523193359375e+01,1.315360069274902344e-01
-1.549140167236328125e+01,1.332376897335052490e-01
-1.539585113525390625e+01,1.349474489688873291e-01
-1.530076599121093750e+01,1.366651952266693115e-01
-1.520614624023437500e+01,1.383908540010452271e-01
-1.511199951171875000e+01,1.401243507862091064e-01
-1.501831054687500000e+01,1.418655812740325928e-01
-1.492507934570312500e+01,1.436144709587097168e-01
-1.483230590820312500e+01,1.453709304332733154e-01
-1.473998260498046875e+01,1.471349000930786133e-01
-1.464810943603515625e+01,1.489062607288360596e-01
-1.455668640136718750e+01,1.506849527359008789e-01
-1.446570587158203125e+01,1.524708718061447144e-01
-1.437516784667968750e+01,1.542639583349227905e-01
-1.428507232666015625e+01,1.560641080141067505e-01
-1.419540405273437500e+01,1.578712612390518188e-01
-1.410617828369140625e+01,1.596852988004684448e-01
-1.401737213134765625e+01,1.615061610937118530e-01
-1.392900085449218750e+01,1.633337736129760742e-01
-1.384104919433593750e+01,1.651680171489715576e-01
-1.375352478027343750e+01,1.670088320970535278e-01
-1.366641998291015625e+01,1.688561439514160156e-01
-1.357972717285156250e+01,1.707098335027694702e-01
-1.349344635009765625e+01,1.725698560476303101e-01
-1.340757751464843750e+01,1.744361072778701782e-01
-1.332211303710937500e+01,1.763084977865219116e-01
-1.323705291748046875e+01,1.781869530677795410e-01
-1.315239715576171875e+01,1.800713986158370972e-01
-1.306813812255859375e+01,1.819617301225662231e-01
-1.298427581787109375e+01,1.838578730821609497e-01
-1.290081024169921875e+01,1.857597380876541138e-01
-1.281772613525390625e+01,1.876672506332397461e-01
-1.273503875732421875e+01,1.895803362131118774e-01
-1.265272521972656250e+01,1.914988756179809570e-01
-1.257080078125000000e+01,1.934228241443634033e-01
-1.248925781250000000e+01,1.953520774841308594e-01
-1.240808105468750000e+01,1.972865462303161621e-01
-1.232728576660156250e+01,1.992261558771133423e-01
-1.224685668945312500e+01,2.011708170175552368e-01
-1.216679382324218750e+01,2.031204551458358765e-01
-1.208709716796875000e+01,2.050749808549880981e-01
-1.200775909423828125e+01,2.070343196392059326e-01
-1.192878723144531250e+01,2.089983671903610229e-01
-1.185016632080078125e+01,2.109670490026473999e-01
-1.177189636230468750e+01,2.129402905702590942e-01
-1.169397735595703125e+01,2.149179875850677490e-01
-1.161640930175781250e+01,2.169000804424285889e-01
-1.153918457031250000e+01,2.188864648342132568e-01
-1.146229553222656250e+01,2.208770662546157837e-01
-1.138574981689453125e+01,2.228717952966690063e-01
-1.130953979492187500e+01,2.248705774545669556e-01
-1.123365783691406250e+01,2.268733233213424683e-01
-1.115811157226562500e+01,2.288799434900283813e-01
-1.108289337158203125e+01,2.308903634548187256e-01
-1.100799560546875000e+01,2.329044938087463379e-01
-1.093341827392578125e+01,2.349222600460052490e-01
-1.085916900634765625e+01,2.369435578584671021e-01
-1.078522491455078125e+01,2.389683127403259277e-01
-1.071160125732421875e+01,2.409964501857757568e-01
-1.063828277587890625e+01,2.430278807878494263e-01
-1.056526947021484375e+01,2.450625151395797729e-01
-1.049256134033203125e+01,2.471002787351608276e-01
-1.042015838623046875e+01,2.491410821676254272e-01
-1.034805297851562500e+01,2.511848211288452148e-01
-1.027624511718750000e+01,2.532314658164978027e-01
-1.020472717285156250e+01,2.552808821201324463e-01
-1.013349914550781250e+01,2.573329806327819824e-01
-1.006256103515625000e+01,2.593877315521240234e-01
-9.991905212402343750e+00,2.614449858665466309e-01
-9.921531677246093750e+00,2.635047137737274170e-01
-9.851432800292968750e+00,2.655668258666992188e-01
-9.781616210937500000e+00,2.676312029361724854e-01
-9.712066650390625000e+00,2.696977555751800537e-01
-9.642791748046875000e+00,2.717664539813995361e-01
-9.573776245117187500e+00,2.738371789455413818e-01
-9.505035400390625000e+00,2.759098410606384277e-01
-9.436546325683593750e+00,2.779843807220458984e-01
-9.368324279785156250e+00,2.800607085227966309e-01
-9.300354003906250000e+00,2.821387052536010742e-01
-9.232635498046875000e+00,2.842183113098144531e-01
-9.165168762207031250e+00,2.862994670867919922e-01
-9.097946166992187500e+00,2.883820533752441406e-01
-9.030975341796875000e+00,2.904660105705261230e-01
-8.964241027832031250e+00,2.925512492656707764e-01
-8.897743225097656250e+00,2.946376502513885498e-01
-8.831481933593750000e+00,2.967251837253570557e-01
-8.765457153320312500e+00,2.988137304782867432e-01
-8.699661254882812500e+00,3.009032309055328369e-01
-8.634086608886718750e+00,3.029935657978057861e-01
-8.568740844726562500e+00,3.050847053527832031e-01
-8.503616333007812500e+00,3.071765005588531494e-01
-8.438713073730468750e+00,3.092689216136932373e-01
-8.374023437500000000e+00,3.113618493080139160e-01
-8.309547424316406250e+00,3.134551942348480225e-01
-8.245277404785156250e+00,3.155489265918731689e-01
-8.181221008300781250e+00,3.176428973674774170e-01
-8.117362976074218750e+00,3.197370767593383789e-01
-8.053710937500000000e+00,3.218313455581665039e-01
-7.990249633789062500e+00,3.239256143569946289e-01
-7.926994323730468750e+00,3.260198235511779785e-01
-7.863922119140625000e+00,3.281139135360717773e-01
-7.801048278808593750e+00,3.302077353000640869e-01
-7.738357543945312500e+00,3.323012292385101318e-01
-7.675849914550781250e+00,3.343943357467651367e-01
-7.613525390625000000e+00,3.364869654178619385e-01
-7.551376342773437500e+00,3.385789990425109863e-01
-7.489402770996093750e+00,3.406703770160675049e-01
-7.427604675292968750e+00,3.427610397338867188e-01
-7.365982055664062500e+00,3.448508381843566895e-01
-7.304519653320312500e+00,3.469397723674774170e-01
-7.243225097656250000e+00,3.490276932716369629e-01
-7.182083129882812500e+00,3.511145412921905518e-01
-7.121109008789062500e+00,3.532002270221710205e-01
-7.060287475585937500e+00,3.552846610546112061e-01
-6.999618530273437500e+00,3.573677539825439453e-01
-6.939102172851562500e+00,3.594494760036468506e-01
-6.878730773925781250e+00,3.615296781063079834e-01
-6.818504333496093750e+00,3.636083006858825684e-01
-6.758415222167968750e+00,3.656852543354034424e-01
-6.698471069335937500e+00,3.677604794502258301e-01
-6.638656616210937500e+00,3.698338568210601807e-01
-6.578979492187500000e+00,3.719053268432617188e-01
-6.519432067871093750e+00,3.739747703075408936e-01
-6.460006713867187500e+00,3.760421574115753174e-01
-6.400711059570312500e+00,3.781073689460754395e-01
-6.341529846191406250e+00,3.801703453063964844e-01
-6.282470703125000000e+00,3.822309672832489014e-01
-6.223533630371093750e+00,3.842891454696655273e-01
-6.164703369140625000e+00,3.863448500633239746e-01
-6.105979919433593750e+00,3.883979618549346924e-01
-6.047370910644531250e+00,3.904484212398529053e-01
-5.988861083984375000e+00,3.924961090087890625e-01
-5.930450439453125000e+00,3.945409357547760010e-01
-5.872146606445312500e+00,3.965828716754913330e-01
-5.813926696777343750e+00,3.986217677593231201e-01
-5.755813598632812500e+00,4.006575942039489746e-01
-5.697776794433593750e+00,4.026902318000793457e-01
-5.639839172363281250e+00,4.047196209430694580e-01
-5.581977844238281250e+00,4.067456722259521484e-01
-5.524200439453125000e+00,4.087682664394378662e-01
-5.466499328613281250e+00,4.107873737812042236e-01
-5.408874511718750000e+00,4.128028750419616699e-01
-5.351325988769531250e+00,4.148147106170654297e-01
-5.293838500976562500e+00,4.168227612972259521e-01
-5.236427307128906250e+00,4.188269674777984619e-01
-5.179077148437500000e+00,4.208272397518157959e-01
-5.121788024902343750e+00,4.228235185146331787e-01
-5.064559936523437500e+00,4.248156845569610596e-01
-5.007377624511718750e+00,4.268036484718322754e-01
-4.950256347656250000e+00,4.287873804569244385e-01
-4.893188476562500000e+00,4.307667315006256104e-01
-4.836158752441406250e+00,4.327416718006134033e-01
-4.779182434082031250e+00,4.347120523452758789e-01
-4.722236633300781250e+00,4.366778731346130371e-01
-4.665336608886718750e+00,4.386389851570129395e-01
-4.608474731445312500e+00,4.405953288078308105e-01
-4.551635742187500000e+00,4.425468146800994873e-01
-4.494834899902343750e+00,4.444933533668518066e-01
-4.438056945800781250e+00,4.464348852634429932e-01
-4.381301879882812500e+00,4.483712911605834961e-01
-4.317024230957031250e+00,4.505622982978820801e-01
-4.248092651367187500e+00,4.529213607311248779e-01
-4.179496765136718750e+00,4.552794992923736572e-01
-4.111228942871093750e+00,4.576366841793060303e-01
-4.043289184570312500e+00,4.599928855895996094e-01
-3.975669860839843750e+00,4.623480737209320068e-01
-3.908370971679687500e+00,4.647022485733032227e-01
-3.841377258300781250e+00,4.670553207397460938e-01
-3.774703979492187500e+00,4.694072902202606201e-01
-3.708328247070312500e+00,4.717581570148468018e-01
-3.642250061035156250e+00,4.741078317165374756e-01
-3.576469421386718750e+00,4.764563143253326416e-01
-3.510971069335937500e+00,4.788035452365875244e-01
-3.445770263671875000e+00,4.811495542526245117e-01
-3.380844116210937500e+00,4.834942519664764404e-01
-3.316192626953125000e+00,4.858376383781433105e-01
-3.251815795898437500e+00,4.881796538829803467e-01
-3.187698364257812500e+00,4.905202984809875488e-01
-3.123855590820312500e+00,4.928595125675201416e-01
-3.060264587402343750e+00,4.951972961425781250e-01
-2.996925354003906250e+00,4.975335896015167236e-01
-2.933837890625000000e+00,4.998683631420135498e-01
-2.870986938476562500e+00,5.022016167640686035e-01
-2.808387756347656250e+00,5.045332908630371094e-01
-2.746009826660156250e+00,5.068633556365966797e-01
-2.683876037597656250e+00,5.091917514801025391e-01
-2.621955871582031250e+00,5.115185379981994629e-01
-2.560264587402343750e+00,5.138435959815979004e-01
-2.498786926269531250e+00,5.161669254302978516e-01
-2.437522888183593750e+00,5.184884667396545410e-01
-2.376464843750000000e+00,5.208082795143127441e-01
-2.315605163574218750e+00,5.231262445449829102e-01
-2.254951477050781250e+00,5.254423022270202637e-01
-2.194488525390625000e+00,5.277565121650695801e-01
-2.134216308593750000e+00,5.300688147544860840e-01
-2.074119567871093750e+00,5.323791503906250000e-01
-2.014213562011718750e+00,5.346875190734863281e-01
-1.954475402832031250e+00,5.369939208030700684e-01
-1.894912719726562500e+00,5.392981767654418945e-01
-1.835510253906250000e+00,5.416004657745361328e-01
-1.776275634765625000e+00,5.439005494117736816e-01
-1.717193603515625000e+00,5.461985468864440918e-01
-1.658264160156250000e+00,5.484943985939025879e-01
-1.599487304687500000e+00,5.507880449295043945e-01
-1.540847778320312500e+00,5.530794262886047363e-01
-1.482353210449218750e+00,5.553685426712036133e-01
-1.423988342285156250e+00,5.576553940773010254e-01
-1.365753173828125000e+00,5.599399209022521973e-01
-1.307640075683593750e+00,5.622220635414123535e-01
-1.249649047851562500e+00,5.645018219947814941e-01
-1.191772460937500000e+00,5.667791962623596191e-01
-1.134010314941406250e+00,5.690540671348571777e-01
