time [ms],current density [pA/pF]
-1.129481270909309387e-01,-1.409667078405618668e-02
5.908016681671142578e+00,-1.409667078405618668e-02
1.192898082733154297e+01,-1.409667078405618668e-02
1.794994544982910156e+01,-1.409667078405618668e-02
2.397091102600097656e+01,-1.409667078405618668e-02
2.999187469482421875e+01,-1.409667078405618668e-02
3.601284027099609375e+01,-1.409667078405618668e-02
4.203380584716796875e+01,-1.409667078405618668e-02
4.805476760864257812e+01,-1.409667078405618668e-02
5.106278991699218750e+01,-2.969093620777130127e-02
5.120325469970703125e+01,-6.012696027755737305e-02
5.134371948242187500e+01,-9.056298434734344482e-02
5.148418426513671875e+01,-1.209990084171295166e-01
5.182746124267578125e+01,-1.593917459249496460e-01
5.257751464843750000e+01,-2.061832100152969360e-01
5.365839385986328125e+01,-2.347715348005294800e-01
5.580419921875000000e+01,-2.484822124242782593e-01
5.974903106689453125e+01,-2.506407201290130615e-01
6.562447357177734375e+01,-2.466349601745605469e-01
7.175325012207031250e+01,-2.425046116113662720e-01
7.802225494384765625e+01,-2.384236752986907959e-01
8.442604827880859375e+01,-2.343922108411788940e-01
9.095919036865234375e+01,-2.304102629423141479e-01
9.761623382568359375e+01,-2.264778912067413330e-01
1.043917312622070312e+02,-2.225951105356216431e-01
1.112802505493164062e+02,-2.187619954347610474e-01
1.182763366699218750e+02,-2.149785757064819336e-01
1.253745498657226562e+02,-2.112449258565902710e-01
1.325694580078125000e+02,-2.075610607862472534e-01
1.398555908203125000e+02,-2.039270401000976562e-01
1.472275390625000000e+02,-2.003429234027862549e-01
1.546798400878906250e+02,-1.968087553977966309e-01
1.622070465087890625e+02,-1.933245658874511719e-01
1.698037261962890625e+02,-1.898904144763946533e-01
1.774644317626953125e+02,-1.865063458681106567e-01
1.851837158203125000e+02,-1.831724196672439575e-01
1.929561462402343750e+02,-1.798886656761169434e-01
2.007762603759765625e+02,-1.766551434993743896e-01
2.086386413574218750e+02,-1.734718829393386841e-01
2.165378265380859375e+02,-1.703389585018157959e-01
2.244683837890625000e+02,-1.672563999891281128e-01
2.324248657226562500e+02,-1.642242670059204102e-01
2.404018249511718750e+02,-1.612425893545150757e-01
2.483938140869140625e+02,-1.583114266395568848e-01
2.563953857421875000e+02,-1.554308235645294189e-01
2.644011535644531250e+02,-1.526008397340774536e-01
2.724055786132812500e+02,-1.498214900493621826e-01
2.804032897949218750e+02,-1.470928639173507690e-01
2.883888244628906250e+02,-1.444149762392044067e-01
2.963567504882812500e+02,-1.417878866195678711e-01
3.043015747070312500e+02,-1.392116397619247437e-01
3.122179260253906250e+02,-1.366862952709197998e-01
3.201003112792968750e+02,-1.342118829488754272e-01
3.279432983398437500e+02,-1.317884624004364014e-01
3.357414550781250000e+02,-1.294160783290863037e-01
3.434893188476562500e+02,-1.270947754383087158e-01
3.511814575195312500e+02,-1.248246058821678162e-01
3.588124389648437500e+02,-1.226056069135665894e-01
3.663768005371093750e+02,-1.204378381371498108e-01
3.738691101074218750e+02,-1.183213442564010620e-01
3.812839355468750000e+02,-1.162561699748039246e-01
3.886157836914062500e+02,-1.142423599958419800e-01
3.958592834472656250e+02,-1.122799664735794067e-01
4.030089416503906250e+02,-1.103690415620803833e-01
4.100593261718750000e+02,-1.085096225142478943e-01
4.170050048828125000e+02,-1.067017614841461182e-01
4.238405456542968750e+02,-1.049455106258392334e-01
4.305604553222656250e+02,-1.032409071922302246e-01
4.371593322753906250e+02,-1.015880107879638672e-01
4.436317443847656250e+02,-9.998685866594314575e-02
4.499721984863281250e+02,-9.843750298023223877e-02
4.561752929687500000e+02,-9.693998843431472778e-02
4.622355651855468750e+02,-9.549436718225479126e-02
4.681475830078125000e+02,-9.410068392753601074e-02
4.739058837890625000e+02,-9.275899082422256470e-02
4.795050354003906250e+02,-9.146932512521743774e-02
4.849396362304687500e+02,-9.023173898458480835e-02
4.902041625976562500e+02,-8.904628455638885498e-02
4.952932434082031250e+02,-8.791300654411315918e-02
5.002013854980468750e+02,-8.683195710182189941e-02
5.049231872558593750e+02,-8.580317348241806030e-02
5.094531555175781250e+02,-8.482670783996582031e-02
5.137858886718750000e+02,-8.390260487794876099e-02
5.179159545898437500e+02,-8.303092420101165771e-02
5.218378295898437500e+02,-8.221170306205749512e-02
5.255462036132812500e+02,-8.144498616456985474e-02
5.290355224609375000e+02,-8.073082566261291504e-02
5.323003540039062500e+02,-8.006927371025085449e-02
5.353352661132812500e+02,-7.946036756038665771e-02
5.381348876953125000e+02,-7.890415936708450317e-02
5.406936645507812500e+02,-7.840070128440856934e-02
5.430062255859375000e+02,-7.795003801584243774e-02
5.450670776367187500e+02,-7.755221426486968994e-02
5.468708496093750000e+02,-7.720728218555450439e-02
5.484120483398437500e+02,-7.691527903079986572e-02
5.496852416992187500e+02,-7.667627185583114624e-02
5.506849365234375000e+02,-7.649028301239013672e-02
5.514057617187500000e+02,-7.635737955570220947e-02
5.518422851562500000e+02,-7.627760618925094604e-02
5.519889526367187500e+02,-7.625100016593933105e-02
