time [ms],current density [pA/pF]
-1.129481270909309387e-01,-1.409667078405618668e-02
5.870340824127197266e+00,-1.409667078405618668e-02
1.185363006591796875e+01,-1.409667078405618668e-02
1.783691978454589844e+01,-1.409667078405618668e-02
2.382020759582519531e+01,-1.409667078405618668e-02
2.980349731445312500e+01,-1.409667078405618668e-02
3.578678512573242188e+01,-1.409667078405618668e-02
4.177007675170898438e+01,-1.409667078405618668e-02
4.775336456298828125e+01,-1.409667078405618668e-02
5.101164627075195312e+01,-2.130815701093524694e-04
5.105703353881835938e+01,3.003985434770584106e-02
5.110241699218750000e+01,6.029279157519340515e-02
5.114780044555664062e+01,9.054572880268096924e-02
5.119318771362304688e+01,1.207986623048782349e-01
5.123857116699218750e+01,1.510515958070755005e-01
5.151979064941406250e+01,1.831537783145904541e-01
5.617828369140625000e+01,1.879236847162246704e-01
6.093339538574218750e+01,1.844819486141204834e-01
6.507716369628906250e+01,1.816821545362472534e-01
6.938537597656250000e+01,1.788708418607711792e-01
7.385356903076171875e+01,1.760493963956832886e-01
7.847729492187500000e+01,1.732191890478134155e-01
8.325208282470703125e+01,1.703815758228302002e-01
8.817347717285156250e+01,1.675379574298858643e-01
9.323702239990234375e+01,1.646896898746490479e-01
9.843826293945312500e+01,1.618381589651107788e-01
1.037727279663085938e+02,1.589847058057785034e-01
1.092359771728515625e+02,1.561307311058044434e-01
1.148235321044921875e+02,1.532776057720184326e-01
1.205309524536132812e+02,1.504267007112503052e-01
1.263537673950195312e+02,1.475793719291687012e-01
1.322875213623046875e+02,1.447370052337646484e-01
1.383277587890625000e+02,1.419009715318679810e-01
1.444700164794921875e+02,1.390726566314697266e-01
1.507098541259765625e+02,1.362534016370773315e-01
1.570427856445312500e+02,1.334446072578430176e-01
1.634643554687500000e+02,1.306476294994354248e-01
1.699701232910156250e+02,1.278638541698455811e-01
1.765556182861328125e+02,1.250946372747421265e-01
1.832164001464843750e+02,1.223413646221160889e-01
1.899479827880859375e+02,1.196054071187973022e-01
1.967459259033203125e+02,1.168881356716156006e-01
2.036057586669921875e+02,1.141909211874008179e-01
2.105230255126953125e+02,1.115151345729827881e-01
2.174932861328125000e+02,1.088621467351913452e-01
2.245120544433593750e+02,1.062333360314369202e-01
2.315748901367187500e+02,1.036300733685493469e-01
2.386773223876953125e+02,1.010537296533584595e-01
2.458149108886718750e+02,9.850568324327468872e-02
2.529831848144531250e+02,9.598729759454727173e-02
2.601776733398437500e+02,9.349994361400604248e-02
2.673939514160156250e+02,9.104500710964202881e-02
2.746275329589843750e+02,8.862384408712387085e-02
2.818739624023437500e+02,8.623784035444259644e-02
2.891287841796875000e+02,8.388836681842803955e-02
2.963875732421875000e+02,8.157678693532943726e-02
3.036458129882812500e+02,7.930447906255722046e-02
3.108990478515625000e+02,7.707282155752182007e-02
3.181428833007812500e+02,7.488317042589187622e-02
3.253728027343750000e+02,7.273691892623901367e-02
3.325843505859375000e+02,7.063542306423187256e-02
3.397731018066406250e+02,6.858006119728088379e-02
3.469345703125000000e+02,6.657220423221588135e-02
3.540643310546875000e+02,6.461322307586669922e-02
3.611578674316406250e+02,6.270450353622436523e-02
3.682107849121093750e+02,6.084739789366722107e-02
3.752185668945312500e+02,5.904329195618629456e-02
3.821767883300781250e+02,5.729355663061141968e-02
3.890809936523437500e+02,5.559955909848213196e-02
3.959266967773437500e+02,5.396267399191856384e-02
4.027094726562500000e+02,5.238427594304084778e-02
4.094248657226562500e+02,5.086573958396911621e-02
4.160683593750000000e+02,4.940842837095260620e-02
4.226355590820312500e+02,4.801372438669204712e-02
4.291219787597656250e+02,4.668299481272697449e-02
4.355231628417968750e+02,4.541761055588722229e-02
4.418346557617187500e+02,4.421894997358322144e-02
4.480520019531250000e+02,4.308838024735450745e-02
4.541707153320312500e+02,4.202727600932121277e-02
4.601864013671875000e+02,4.103701189160346985e-02
4.660945129394531250e+02,4.011895507574081421e-02
4.718906555175781250e+02,3.927448391914367676e-02
4.775703735351562500e+02,3.850496560335159302e-02
4.831291809082031250e+02,3.781177476048469543e-02
4.885625915527343750e+02,3.719628229737281799e-02
4.938662109375000000e+02,3.665986657142639160e-02
4.990355529785156250e+02,3.620389103889465332e-02
5.040661621093750000e+02,3.582973778247833252e-02
5.089535522460937500e+02,3.553877025842666626e-02
5.136932983398437500e+02,3.533236682415008545e-02
5.182809448242187500e+02,3.521189838647842407e-02
5.227120361328125000e+02,3.517873585224151611e-02
5.269820556640625000e+02,3.523425012826919556e-02
5.310866088867187500e+02,3.537981957197189331e-02
5.350212402343750000e+02,3.561681509017944336e-02
5.387814331054687500e+02,3.594660386443138123e-02
5.423627319335937500e+02,3.637056425213813782e-02
5.457607421875000000e+02,3.689006343483924866e-02
5.489710083007812500e+02,3.750647976994514465e-02
5.519889526367187500e+02,3.822118043899536133e-02
