voltage [mV],current [pA]
-1.479779052734375000e+02,3.123879909515380859e+00
-1.448448486328125000e+02,3.440604925155639648e+00
-1.417285308837890625e+02,3.748893737792968750e+00
-1.386277465820312500e+02,4.050424575805664062e+00
-1.355412902832031250e+02,4.346874713897705078e+00
-1.324679412841796875e+02,4.639922618865966797e+00
-1.294064788818359375e+02,4.931246280670166016e+00
-1.263556900024414062e+02,5.222523689270019531e+00
-1.233143692016601562e+02,5.515432834625244141e+00
-1.202813034057617188e+02,5.811651706695556641e+00
-1.172552642822265625e+02,6.112857818603515625e+00
-1.142350540161132812e+02,6.420730113983154297e+00
-1.112194519042968750e+02,6.736946105957031250e+00
-1.082072448730468750e+02,7.063184261322021484e+00
-1.051972198486328125e+02,7.401121616363525391e+00
-1.021881637573242188e+02,7.752436637878417969e+00
-9.917886352539062500e+01,8.118807792663574219e+00
-9.616809082031250000e+01,8.501912117004394531e+00
-9.315465545654296875e+01,8.903429031372070312e+00
-9.013732910156250000e+01,9.325035095214843750e+00
-8.711489868164062500e+01,9.768408775329589844e+00
-8.408615112304687500e+01,1.023522853851318359e+01
-8.104988098144531250e+01,1.072717285156250000e+01
-7.800486755371093750e+01,1.124591732025146484e+01
-7.494989013671875000e+01,1.179314231872558594e+01
-7.188374328613281250e+01,1.237052536010742188e+01
-6.880521392822265625e+01,1.297974395751953125e+01
-6.571308898925781250e+01,1.362247657775878906e+01
-6.260614395141601562e+01,1.430040073394775391e+01
-5.948317718505859375e+01,1.501519489288330078e+01
-5.634297180175781250e+01,1.576853656768798828e+01
-5.318431091308593750e+01,1.656210327148437500e+01
-5.000598144531250000e+01,1.739757537841796875e+01
-4.680677032470703125e+01,1.827662849426269531e+01
-4.358546447753906250e+01,1.920094108581542969e+01
-4.034085083007812500e+01,2.017219161987304688e+01
-3.707171630859375000e+01,2.119205856323242188e+01
-3.377684020996093750e+01,2.226221847534179688e+01
-3.045501708984375000e+01,2.338435173034667969e+01
-2.710502624511718750e+01,2.456013298034667969e+01
-2.372565460205078125e+01,2.579124259948730469e+01
-2.031569671630859375e+01,2.707935905456542969e+01
-1.687393188476562500e+01,2.842615699768066406e+01
-1.339914703369140625e+01,2.983331871032714844e+01
-9.890129089355468750e+00,3.130252075195312500e+01
-6.345657348632812500e+00,3.283543777465820312e+01
-2.764533996582031250e+00,3.443375396728515625e+01
8.544692993164062500e-01,3.609914398193359375e+01
4.089042663574218750e+00,3.762991714477539062e+01
6.323707580566406250e+00,3.871059417724609375e+01
8.557952880859375000e+00,3.980958938598632812e+01
1.079185485839843750e+01,4.092657852172851562e+01
1.302555847167968750e+01,4.206122589111328125e+01
1.525912475585937500e+01,4.321320343017578125e+01
1.749269104003906250e+01,4.438217926025390625e+01
1.972634887695312500e+01,4.556782531738281250e+01
2.196018981933593750e+01,4.676980590820312500e+01
2.419433593750000000e+01,4.798779296875000000e+01
2.642889404296875000e+01,4.922145843505859375e+01
2.866394042968750000e+01,5.047046661376953125e+01
3.089961242675781250e+01,5.173449325561523438e+01
3.313600158691406250e+01,5.301319885253906250e+01
3.537319946289062500e+01,5.430626296997070312e+01
3.761134338378906250e+01,5.561334609985351562e+01
3.985049438476562500e+01,5.693412399291992188e+01
4.209078979492187500e+01,5.826826095581054688e+01
4.433230590820312500e+01,5.961542892456054688e+01
4.657518005371093750e+01,6.097529602050781250e+01
4.881948852539062500e+01,6.234753417968750000e+01
5.106533813476562500e+01,6.373181152343750000e+01
5.331285095214843750e+01,6.512779235839843750e+01
5.556211853027343750e+01,6.653515625000000000e+01
5.781324768066406250e+01,6.795356750488281250e+01
6.006634521484375000e+01,6.938269042968750000e+01
6.232150268554687500e+01,7.082219696044921875e+01
6.457884216308593750e+01,7.227175903320312500e+01
6.683845520019531250e+01,7.373104858398437500e+01
6.910044860839843750e+01,7.519972991943359375e+01
7.136492919921875000e+01,7.667747497558593750e+01
7.363200378417968750e+01,7.816394805908203125e+01
7.590176391601562500e+01,7.965882873535156250e+01
7.817433166503906250e+01,8.116177368164062500e+01
8.044979858398437500e+01,8.267246246337890625e+01
8.272825622558593750e+01,8.419055938720703125e+01
8.500984191894531250e+01,8.571573638916015625e+01
8.729463195800781250e+01,8.724765777587890625e+01
8.958274841308593750e+01,8.878600311279296875e+01
9.187428283691406250e+01,9.033042907714843750e+01
9.416934204101562500e+01,9.188061523437500000e+01
9.646803283691406250e+01,9.343621826171875000e+01
9.877046203613281250e+01,9.499692535400390625e+01
1.010767364501953125e+02,9.656239318847656250e+01
1.033869323730468750e+02,9.813229370117187500e+01
1.057012023925781250e+02,9.970629119873046875e+01
1.080196075439453125e+02,1.012840652465820312e+02
1.103422698974609375e+02,1.028652877807617188e+02
1.126692810058593750e+02,1.044496078491210938e+02
1.150007781982421875e+02,1.060367202758789062e+02
1.173368225097656250e+02,1.076262741088867188e+02
1.196775512695312500e+02,1.092179489135742188e+02
