time[ms],current [pA]
-8.668560791015625000e+01,5.656427145004272461e-01
-8.661608886718750000e+01,5.643785595893859863e-01
-8.654655456542968750e+01,5.631131529808044434e-01
-8.647699737548828125e+01,5.618464350700378418e-01
-8.640743255615234375e+01,5.605785250663757324e-01
-8.633785247802734375e+01,5.593093633651733398e-01
-8.626826477050781250e+01,5.580390691757202148e-01
-8.619865417480468750e+01,5.567675828933715820e-01
-8.612904357910156250e+01,5.554949641227722168e-01
-8.605941772460937500e+01,5.542212724685668945e-01
-8.598977661132812500e+01,5.529465675354003906e-01
-8.592013549804687500e+01,5.516707301139831543e-01
-8.585048675537109375e+01,5.503939390182495117e-01
-8.578082275390625000e+01,5.491161346435546875e-01
-8.571116638183593750e+01,5.478373765945434570e-01
-8.564149475097656250e+01,5.465576648712158203e-01
-8.557180786132812500e+01,5.452770590782165527e-01
-8.550213623046875000e+01,5.439956188201904297e-01
-8.543244934082031250e+01,5.427132844924926758e-01
-8.536276245117187500e+01,5.414301753044128418e-01
-8.529307556152343750e+01,5.401462316513061523e-01
-8.522338104248046875e+01,5.388615131378173828e-01
-8.515368652343750000e+01,5.375760793685913086e-01
-8.508399963378906250e+01,5.362899303436279297e-01
-8.501430511474609375e+01,5.350031256675720215e-01
-8.494461822509765625e+01,5.337156653404235840e-01
-8.487492370605468750e+01,5.324275493621826172e-01
-8.480524444580078125e+01,5.311388373374938965e-01
-8.473556518554687500e+01,5.298495292663574219e-01
-8.466588592529296875e+01,5.285596847534179688e-01
-8.459622192382812500e+01,5.272693634033203125e-01
-8.452655029296875000e+01,5.259785056114196777e-01
-8.445689392089843750e+01,5.246871709823608398e-01
-8.438723754882812500e+01,5.233954191207885742e-01
-8.431759643554687500e+01,5.221033096313476562e-01
-8.424796295166015625e+01,5.208107829093933105e-01
-8.417833709716796875e+01,5.195178985595703125e-01
-8.410871887207031250e+01,5.182246565818786621e-01
-8.403912353515625000e+01,5.169311761856079102e-01
-8.396952819824218750e+01,5.156373977661132812e-01
-8.389994812011718750e+01,5.143433809280395508e-01
-8.383038330078125000e+01,5.130491256713867188e-01
-8.376082611083984375e+01,5.117546916007995605e-01
-8.369128417968750000e+01,5.104601383209228516e-01
-8.362176513671875000e+01,5.091654062271118164e-01
-8.355226135253906250e+01,5.078705549240112305e-01
-8.348277282714843750e+01,5.065757036209106445e-01
-8.341329956054687500e+01,5.052807331085205078e-01
-8.334384155273437500e+01,5.039857625961303711e-01
-8.327440643310546875e+01,5.026907920837402344e-01
-8.320499420166015625e+01,5.013958215713500977e-01
-8.313559722900390625e+01,5.001009702682495117e-01
-8.306622314453125000e+01,4.988061785697937012e-01
-8.299687194824218750e+01,4.975115060806274414e-01
-8.292754364013671875e+01,4.962169826030731201e-01
-8.285823822021484375e+01,4.949226081371307373e-01
-8.278895568847656250e+01,4.936284422874450684e-01
-8.271969604492187500e+01,4.923344850540161133e-01
-8.265046691894531250e+01,4.910407960414886475e-01
-8.258126068115234375e+01,4.897474050521850586e-01
-8.251208496093750000e+01,4.884542822837829590e-01
-8.244293212890625000e+01,4.871615171432495117e-01
-8.237380981445312500e+01,4.858691096305847168e-01
-8.230471801757812500e+01,4.845771193504333496e-01
-8.223565673828125000e+01,4.832855165004730225e-01
-8.216662597656250000e+01,4.819943606853485107e-01
-8.209762573242187500e+01,4.807036817073822021e-01
-8.202865600585937500e+01,4.794135093688964844e-01
-8.195972442626953125e+01,4.781238436698913574e-01
-8.189082336425781250e+01,4.768347442150115967e-01
-8.182195281982421875e+01,4.755462408065795898e-01
-8.175312042236328125e+01,4.742583334445953369e-01
-8.168432617187500000e+01,4.729710519313812256e-01
-8.161557006835937500e+01,4.716844558715820312e-01
-8.154684448242187500e+01,4.703985452651977539e-01
-8.147815704345703125e+01,4.691133499145507812e-01
-8.140951538085937500e+01,4.678288996219635010e-01
-8.134091186523437500e+01,4.665452539920806885e-01
-8.127233886718750000e+01,4.652623832225799561e-01
-8.120381164550781250e+01,4.639803469181060791e-01
-8.113533020019531250e+01,4.626991748809814453e-01
-8.106689453125000000e+01,4.614188671112060547e-01
-8.099848937988281250e+01,4.601395130157470703e-01
-8.093013763427734375e+01,4.588610529899597168e-01
-8.086183166503906250e+01,4.575836062431335449e-01
-8.079356384277343750e+01,4.563071131706237793e-01
-8.072534179687500000e+01,4.550316631793975830e-01
-8.065717315673828125e+01,4.537572562694549561e-01
-8.058905029296875000e+01,4.524839520454406738e-01
-8.052097320556640625e+01,4.512117207050323486e-01
-8.045294189453125000e+01,4.499406516551971436e-01
-8.038496398925781250e+01,4.486707150936126709e-01
-8.031704711914062500e+01,4.474019706249237061e-01
-8.024916839599609375e+01,4.461344480514526367e-01
-8.018134307861328125e+01,4.448681771755218506e-01
-8.011357116699218750e+01,4.436031877994537354e-01
-8.004585266113281250e+01,4.423394501209259033e-01
-7.997819519042968750e+01,4.410770833492279053e-01
-7.991058349609375000e+01,4.398160576820373535e-01
-7.984303283691406250e+01,4.385564029216766357e-01
-7.977552795410156250e+01,4.372981488704681396e-01
-7.970809173583984375e+01,4.360413551330566406e-01
-7.964070892333984375e+01,4.347860217094421387e-01
-7.957338714599609375e+01,4.335321485996246338e-01
-7.950611877441406250e+01,4.322798252105712891e-01
-7.943891906738281250e+01,4.310290217399597168e-01
-7.937177276611328125e+01,4.297798275947570801e-01
-7.930468750000000000e+01,4.285322129726409912e-01
-7.923767089843750000e+01,4.272862076759338379e-01
-7.917071533203125000e+01,4.260418713092803955e-01
-7.910260009765625000e+01,4.247767329216003418e-01
-7.901741027832031250e+01,4.231961369514465332e-01
-7.893228149414062500e+01,4.216196238994598389e-01
-7.884721374511718750e+01,4.200471341609954834e-01
-7.876220703125000000e+01,4.184787273406982422e-01
-7.867726135253906250e+01,4.169143140316009521e-01
-7.859237670898437500e+01,4.153539538383483887e-01
-7.850754547119140625e+01,4.137976467609405518e-01
-7.842277526855468750e+01,4.122453331947326660e-01
-7.833806610107421875e+01,4.106970727443695068e-01
-7.825341796875000000e+01,4.091527760028839111e-01
-7.816882324218750000e+01,4.076125323772430420e-01
-7.808428955078125000e+01,4.060762822628021240e-01
-7.799980926513671875e+01,4.045440256595611572e-01
-7.791539001464843750e+01,4.030157625675201416e-01
-7.783102416992187500e+01,4.014914929866790771e-01
-7.774671936035156250e+01,3.999711871147155762e-01
-7.766246032714843750e+01,3.984548747539520264e-01
-7.757826995849609375e+01,3.969425559043884277e-01
-7.749412536621093750e+01,3.954341709613800049e-01
-7.741004943847656250e+01,3.939297795295715332e-01
-7.732601928710937500e+01,3.924293220043182373e-01
-7.724204254150390625e+01,3.909328281879425049e-01
-7.715812683105468750e+01,3.894402682781219482e-01
-7.707425689697265625e+01,3.879516720771789551e-01
-7.699044799804687500e+01,3.864670097827911377e-01
-7.690668487548828125e+01,3.849862515926361084e-01
-7.682298278808593750e+01,3.835094571113586426e-01
-7.673931884765625000e+01,3.820365667343139648e-01
-7.665572357177734375e+01,3.805676102638244629e-01
-7.657217407226562500e+01,3.791025578975677490e-01
-7.648867797851562500e+01,3.776414096355438232e-01
