time [ms],current [pA]
9.195261554850731045e-06,1.768470525741577148e+00
1.473557376861572266e+01,1.768470525741577148e+00
2.947113800048828125e+01,1.768470525741577148e+00
4.420670318603515625e+01,1.768470525741577148e+00
5.433626174926757812e+01,3.729585409164428711e+00
6.120046997070312500e+01,6.848292350769042969e+00
6.818271636962890625e+01,9.669018745422363281e+00
7.538519287109375000e+01,1.220191860198974609e+01
8.291010284423828125e+01,1.445714569091796875e+01
9.085964965820312500e+01,1.644485473632812500e+01
9.933602142333984375e+01,1.817519950866699219e+01
1.084414291381835938e+02,1.965833282470703125e+01
1.182780532836914062e+02,2.090440940856933594e+01
1.289481048583984375e+02,2.192358398437500000e+01
1.405537872314453125e+02,2.272601127624511719e+01
1.531972808837890625e+02,2.332184219360351562e+01
1.669808044433593750e+02,2.372123336791992188e+01
1.802762603759765625e+02,2.397544860839843750e+01
1.937175140380859375e+02,2.420500946044921875e+01
2.074033508300781250e+02,2.441386413574218750e+01
2.213163757324218750e+02,2.460300445556640625e+01
2.354392395019531250e+02,2.477341842651367188e+01
2.497545776367187500e+02,2.492610168457031250e+01
2.642450256347656250e+02,2.506204032897949219e+01
2.788932495117187500e+02,2.518222999572753906e+01
2.936818847656250000e+02,2.528765869140625000e+01
3.085935363769531250e+02,2.537931823730468750e+01
3.236108703613281250e+02,2.545820236206054688e+01
3.387165222167968750e+02,2.552529907226562500e+01
3.538931274414062500e+02,2.558160018920898438e+01
3.691233215332031250e+02,2.562809753417968750e+01
3.843897705078125000e+02,2.566578292846679688e+01
3.996750793457031250e+02,2.569564628601074219e+01
4.149619140625000000e+02,2.571867942810058594e+01
4.302328796386718750e+02,2.573587417602539062e+01
4.454706726074218750e+02,2.574821853637695312e+01
4.606578674316406250e+02,2.575670814514160156e+01
4.757771606445312500e+02,2.576233100891113281e+01
4.908111572265625000e+02,2.576607894897460938e+01
5.057424926757812500e+02,2.576894378662109375e+01
5.205538330078125000e+02,2.577191543579101562e+01
5.352277832031250000e+02,2.577598762512207031e+01
5.497470703125000000e+02,2.578214836120605469e+01
5.522330322265625000e+02,2.494666862487792969e+01
5.522336425781250000e+02,2.231935691833496094e+01
5.522406616210937500e+02,1.896792793273925781e+01
5.522591552734375000e+02,1.600056838989257812e+01
5.529500122070312500e+02,1.292553138732910156e+01
5.551104125976562500e+02,1.406764507293701172e+01
5.558693237304687500e+02,1.609975051879882812e+01
5.560073242187500000e+02,1.774283981323242188e+01
5.560950317382812500e+02,2.002184104919433594e+01
5.561438598632812500e+02,2.280041694641113281e+01
5.561653442382812500e+02,2.594223022460937500e+01
5.561708984375000000e+02,2.931094169616699219e+01
5.561721191406250000e+02,3.277021408081054688e+01
5.561804809570312500e+02,3.618371200561523438e+01
5.562073364257812500e+02,3.941509628295898438e+01
5.562643432617187500e+02,4.232802963256835938e+01
5.563629150390625000e+02,4.478617858886718750e+01
5.565145263671875000e+02,4.665319824218750000e+01
5.567307128906250000e+02,4.779275894165039062e+01
5.579681396484375000e+02,4.997478866577148438e+01
5.599461059570312500e+02,5.192801666259765625e+01
5.667398681640625000e+02,5.136080551147460938e+01
5.783801269531250000e+02,4.864449310302734375e+01
5.848821411132812500e+02,4.709966659545898438e+01
5.919828491210937500e+02,4.550062561035156250e+01
5.996832885742187500e+02,4.385560607910156250e+01
6.079843750000000000e+02,4.217285537719726562e+01
6.168872070312500000e+02,4.046062088012695312e+01
6.263927001953125000e+02,3.872714614868164062e+01
6.365019531250000000e+02,3.698067092895507812e+01
6.472158813476562500e+02,3.522944259643554688e+01
6.585354614257812500e+02,3.348170089721679688e+01
6.704617919921875000e+02,3.174569702148437500e+01
6.829958496093750000e+02,3.002967262268066406e+01
6.961386108398437500e+02,2.834186935424804688e+01
7.098910522460937500e+02,2.669053459167480469e+01
7.242542114257812500e+02,2.508390808105468750e+01
7.392290649414062500e+02,2.353023910522460938e+01
7.546312866210937500e+02,2.205464553833007812e+01
7.689433593750000000e+02,2.077533721923828125e+01
7.833624267578125000e+02,1.956083679199218750e+01
7.978600463867187500e+02,1.841018295288085938e+01
8.124078979492187500e+02,1.732241439819335938e+01
8.269776000976562500e+02,1.629656791687011719e+01
8.415407714843750000e+02,1.533168315887451172e+01
8.560690917968750000e+02,1.442679882049560547e+01
8.705341186523437500e+02,1.358095169067382812e+01
8.849075317382812500e+02,1.279318237304687500e+01
8.991609497070312500e+02,1.206252765655517578e+01
9.132660522460937500e+02,1.138802528381347656e+01
9.271943969726562500e+02,1.076871585845947266e+01
9.409176025390625000e+02,1.020363616943359375e+01
9.544074096679687500e+02,9.691825866699218750e+00
9.676353759765625000e+02,9.232321739196777344e+00
9.805731201171875000e+02,8.824163436889648438e+00
9.931922607421875000e+02,8.466387748718261719e+00
1.005464538574218750e+03,8.158035278320312500e+00
