time [ms],current density [pA/pF]
0.000000000000000000e+00,-2.970051765441894531e-02
5.677499294281005859e+00,-2.970051765441894531e-02
1.135499858856201172e+01,-2.970051765441894531e-02
1.703249740600585938e+01,-2.970051765441894531e-02
2.270999717712402344e+01,-2.970051765441894531e-02
2.838749694824218750e+01,-2.970051765441894531e-02
3.406499481201171875e+01,-2.970051765441894531e-02
3.974249649047851562e+01,-2.970051765441894531e-02
4.541999435424804688e+01,-2.970051765441894531e-02
5.080682754516601562e+01,-2.851140499114990234e-02
5.093327713012695312e+01,-5.802333354949951172e-03
5.105973052978515625e+01,1.690673828125000000e-02
5.367231750488281250e+01,2.739048004150390625e-02
6.058308410644531250e+01,2.768778800964355469e-02
6.626028442382812500e+01,2.745527029037475586e-02
7.193748474121093750e+01,2.722281217575073242e-02
7.761469268798828125e+01,2.699035406112670898e-02
8.329189300537109375e+01,2.675783634185791016e-02
8.896909332275390625e+01,2.652537822723388672e-02
9.464629364013671875e+01,2.629292011260986328e-02
1.003234939575195312e+02,2.606040239334106445e-02
1.060007019042968750e+02,2.582794427871704102e-02
1.116779022216796875e+02,2.559548616409301758e-02
1.173551025390625000e+02,2.536296844482421875e-02
1.230323028564453125e+02,2.513051033020019531e-02
1.287095031738281250e+02,2.489805221557617188e-02
1.343867034912109375e+02,2.466553449630737305e-02
1.400639190673828125e+02,2.443307638168334961e-02
1.457411193847656250e+02,2.420061826705932617e-02
1.514183197021484375e+02,2.396810054779052734e-02
1.570955200195312500e+02,2.373564243316650391e-02
1.627727203369140625e+02,2.350318431854248047e-02
1.684499206542968750e+02,2.327066659927368164e-02
1.741271209716796875e+02,2.303820848464965820e-02
1.798043212890625000e+02,2.280575037002563477e-02
1.854815216064453125e+02,2.257323265075683594e-02
1.911587371826171875e+02,2.234077453613281250e-02
1.968359375000000000e+02,2.210831642150878906e-02
2.025131378173828125e+02,2.187579870223999023e-02
2.081903381347656250e+02,2.164334058761596680e-02
2.138675384521484375e+02,2.141082286834716797e-02
2.195447387695312500e+02,2.117836475372314453e-02
2.252219390869140625e+02,2.094590663909912109e-02
2.308991394042968750e+02,2.071338891983032227e-02
2.365763397216796875e+02,2.048093080520629883e-02
2.422535552978515625e+02,2.024847269058227539e-02
2.479307556152343750e+02,2.001595497131347656e-02
2.536079559326171875e+02,1.978349685668945312e-02
2.592851562500000000e+02,1.955103874206542969e-02
2.649623413085937500e+02,1.931852102279663086e-02
2.706395568847656250e+02,1.908606290817260742e-02
2.763167724609375000e+02,1.885360479354858398e-02
2.819939575195312500e+02,1.862108707427978516e-02
2.876711730957031250e+02,1.838862895965576172e-02
2.933483581542968750e+02,1.815617084503173828e-02
2.990255737304687500e+02,1.792365312576293945e-02
3.047027587890625000e+02,1.769119501113891602e-02
3.103799743652343750e+02,1.745873689651489258e-02
3.160571899414062500e+02,1.722621917724609375e-02
3.217343750000000000e+02,1.699376106262207031e-02
3.274115905761718750e+02,1.676130294799804688e-02
3.330887756347656250e+02,1.652878522872924805e-02
3.387659912109375000e+02,1.629632711410522461e-02
3.444431762695312500e+02,1.606386899948120117e-02
3.501203918457031250e+02,1.583135128021240234e-02
3.557975769042968750e+02,1.559889316558837891e-02
3.614747924804687500e+02,1.536637544631958008e-02
3.671520080566406250e+02,1.513391733169555664e-02
3.728291931152343750e+02,1.490145921707153320e-02
3.785064086914062500e+02,1.466894149780273438e-02
3.841835937500000000e+02,1.443648338317871094e-02
3.898608093261718750e+02,1.420402526855468750e-02
3.955379943847656250e+02,1.397150754928588867e-02
4.012152099609375000e+02,1.373904943466186523e-02
4.068923950195312500e+02,1.350659132003784180e-02
4.125696105957031250e+02,1.327407360076904297e-02
4.182468261718750000e+02,1.304161548614501953e-02
4.239240112304687500e+02,1.280915737152099609e-02
4.296012268066406250e+02,1.257663965225219727e-02
4.352784118652343750e+02,1.234418153762817383e-02
4.409556274414062500e+02,1.211172342300415039e-02
4.466328125000000000e+02,1.187920570373535156e-02
4.523100280761718750e+02,1.164674758911132812e-02
4.579872131347656250e+02,1.141428947448730469e-02
4.636644287109375000e+02,1.118177175521850586e-02
4.693416442871093750e+02,1.094931364059448242e-02
4.750188293457031250e+02,1.071685552597045898e-02
4.806960449218750000e+02,1.048433780670166016e-02
4.863732299804687500e+02,1.025187969207763672e-02
4.920504455566406250e+02,1.001942157745361328e-02
4.977276306152343750e+02,9.786903858184814453e-03
5.034048461914062500e+02,9.554445743560791016e-03
5.090820312500000000e+02,9.321987628936767578e-03
5.147592163085937500e+02,9.089469909667968750e-03
5.204364624023437500e+02,8.857011795043945312e-03
5.261136474609375000e+02,8.624494075775146484e-03
5.317908325195312500e+02,8.392035961151123047e-03
5.374680786132812500e+02,8.159577846527099609e-03
5.431452636718750000e+02,7.927060127258300781e-03
5.488224487304687500e+02,7.694602012634277344e-03
